,Age & BMI,"HRV
(measured during sleep)"
from_l_thigh_to_l_ankle_pwv,False,False
l_brachial_index,True,True
from_l_thigh_to_l_ankle_distance,False,False
l_ankle_index,True,True
from_r_thigh_to_r_ankle_pwv,False,False
r_abi,True,True
r_brachial_index,True,True
l_brachial_pressure,False,True
r_ankle_index,True,True
r_brachial_pressure,False,False
from_r_thigh_to_r_ankle_transit_time,False,False
from_l_thigh_to_l_ankle_transit_time,False,False
r_ankle_pressure,False,True
from_r_thigh_to_r_ankle_distance,False,False
l_ankle_pressure,False,False
l_abi,True,True
sitting_blood_pressure_pulse_rate,False,False
sitting_blood_pressure_diastolic,False,False
lying_blood_pressure_diastolic,False,False
lying_blood_pressure_systolic,False,False
standing_one_min_blood_pressure_systolic,False,False
standing_three_min_blood_pressure_systolic,False,False
lying_blood_pressure_pulse_rate,False,False
sitting_blood_pressure_systolic,False,False
standing_three_min_blood_pressure_diastolic,False,False
standing_one_min_blood_pressure_pulse_rate,False,False
standing_three_min_blood_pressure_pulse_rate,False,False
standing_one_min_blood_pressure_diastolic,False,False
intima_media_th_mm_1_intima_media_thickness,True,True
intima_media_th_mm_2_intima_media_thickness,True,True
intima_media_th_mm_2_window_width,True,True
intima_media_th_mm_1_window_width,True,True
intima_media_th_1_fit,False,True
intima_media_th_2_fit,False,True
Disc_height,False,True
Artery_Average_width,False,True
Vessel_density,True,True
Tortuosity_density,True,True
Vein_Tortuosity_density,True,True
Fractal_dimension,True,True
CDR_vertical,True,True
Vein_Vessel_density,True,True
Disc_width,False,True
Vein_Squared_curvature_tortuosity,False,True
Artery_Fractal_dimension,True,True
Distance_tortuosity,True,True
participant_id,True,True
Vein_Distance_tortuosity,True,True
Vein_Fractal_dimension,True,True
Cup_width,False,True
Artery_Vessel_density,True,True
Squared_curvature_tortuosity,False,True
Average_width,True,True
CDR_horizontal,True,True
Artery_Squared_curvature_tortuosity,False,True
Artery_Distance_tortuosity,False,False
Artery_Tortuosity_density,True,True
Cup_height,False,True
Vein_Average_width,False,False
r_mv_V4,False,False
t_mv_V6,True,True
p_mv_V4,True,True
p_mv_V5,True,True
q_ms_I,True,True
qt_ms,False,False
s_mv_aVF,True,True
r_ms_V4,False,True
j_mv_I,True,True
q_mv_aVL,True,True
j_mv_aVF,True,True
j_mv_V2,True,True
st_mv_V1,True,True
q_ms_aVR,False,True
p_ms,False,True
j_mv_II,True,True
j_mv_aVR,True,True
r_mv_V5,True,True
t_mv_III,True,True
q_mv_I,True,True
r_mv_aVF,True,True
p_mv_V3,True,True
s_mv_I,True,True
r_ms_V1,False,True
s_mv_V6,True,True
p_mv_III,True,True
st_mv_III,True,True
p_mv_V6,True,True
hr_bpm,False,False
r_ms_III,False,True
r_mv_aVL,True,True
r_ms_V6,False,True
j_mv_V3,True,True
r_ms_V5,False,True
st_mv_V6,True,True
s_mv_V1,True,True
s_mv_III,True,True
r_mv_II,True,True
s_mv_V5,True,True
t_mv_aVR,True,True
s_mv_V2,True,True
r_mv_aVR,True,True
st_mv_V3,True,True
r_mv_III,True,True
p_mv_II,True,True
s_mv_V3,True,True
q_mv_aVR,True,True
st_mv_I,True,True
s_mv_aVR,True,True
pr_ms,False,False
p_mv_aVR,True,True
st_mv_aVL,True,True
t_mv_V3,True,True
p_mv_I,True,True
r_mv_I,True,True
p_mv_V1,True,True
t_mv_aVL,True,True
r_ms_aVF,False,True
qrs_axis,True,True
t_mv_aVF,True,True
t_axis,False,True
p_mv_aVL,True,True
r_mv_V2,True,True
r_r_ms,False,False
r_ms_V2,False,True
st_mv_V2,True,True
j_mv_V5,True,True
r_mv_V1,True,True
j_mv_V4,True,True
t_mv_V4,True,True
st_mv_V5,True,True
j_mv_V6,True,True
st_mv_II,True,True
r_ms_I,False,True
j_mv_aVL,True,True
q_ms_aVL,False,True
r_ms_aVR,True,True
r_mv_V3,True,True
s_mv_aVL,True,True
st_mv_V4,True,True
qrs_ms,False,False
r_ms_aVL,False,True
t_mv_II,True,True
r_mv_V6,True,True
t_mv_V1,True,True
r_ms_II,False,True
t_mv_V5,True,True
t_mv_V2,True,True
st_mv_aVF,True,True
p_axis,False,True
p_mv_V2,True,True
qtc_ms,False,False
r_ms_V3,False,True
s_mv_II,True,True
p_mv_aVF,True,True
j_mv_III,True,True
t_mv_I,True,True
st_mv_aVR,True,True
s_mv_V4,True,True
j_mv_V1,True,True
