,"Age, BMI & VAT",Liver health
number_of_transitions_nrem_to_wake,0.15139904899439055,0.16742104074304787
number_of_transitions_wake_to_nrem,0.16386020869729334,0.17775864389547275
number_of_wakes,0.1469977819534235,0.16063010778219475
rdi_during_prone,0.2904107008073175,0.300507898319221
sleep_efficiency,0.0534728246976479,0.0624369545745264
total_wake_time,0.08704979899771956,0.09383643994330634
ahi_during_prone,0.3960508835735836,0.4005239958647929
rdi_during_nrem,0.3956539570676547,0.3972278761572097
rdi,0.43246840152365285,0.4338063437568453
rdi_during_supine,0.44314471778675624,0.4441001010306721
ahi_during_supine,0.5152848107038976,0.5161197134419426
AHI,0.5160399376233928,0.5165071652372739
