,"Age, BMI & VAT",Liver health
AHI,0.5160399376233928,0.5165071652372739
ahi_4_percent,0.4978325485711182,0.4971708166047017
ahi_central,0.23287123142807895,0.2322907573646212
ahi_central_during_nrem,0.20762916186273117,0.20578908632557236
ahi_central_during_rem,0.22530470179884254,0.22530068012588425
ahi_during_left,0.3813624289578609,0.37884884334765767
ahi_during_non_supine,0.44504690286530735,0.44404516191265425
ahi_during_nrem,0.48415032507706696,0.48464769137921804
ahi_during_prone,0.3960508835735836,0.4005239958647929
ahi_during_rem,0.5140018573323879,0.51415748543806
ahi_during_right,0.37963749599516117,0.3749447955850126
ahi_during_supine,0.5152848107038976,0.5161197134419426
ahi_obstructive,0.5242993030187224,0.524081426787072
ahi_obstructive_during_nrem,0.4930705840751656,0.49265488150180936
ahi_obstructive_during_rem,0.5141283793283911,0.5141390849677578
desaturations_above_20,0.1336779214822802,0.13349344520020656
desaturations_mean_nadir,0.3680383653590542,0.36803838320716287
desaturations_of_10_20,0.26404333857178963,0.2640434015593805
desaturations_of_4_9,0.5022780028953298,0.500975783027353
number_of_4_percent_desaturation_apnea_hypopnea_events,0.48462836402279236,0.48306973199946945
number_of_all_respiratory_events,0.40178719369220633,0.39998214326106685
number_of_apnea_hypopnea_events,0.4968990891063251,0.4961199118506816
number_of_central_apnea_hypopnea_events,0.24333788576993626,0.23655318920665747
number_of_desaturation_events,0.48600860722009126,0.4846257795009029
number_of_obstructive_apnea_hypopnea_events,0.5042289289882781,0.5027569787699495
number_of_transitions_nrem_to_rem,-0.0057556111847229,-0.0057556111847229
number_of_transitions_nrem_to_wake,0.15139904899439055,0.16742104074304787
number_of_transitions_rem_to_nrem,-0.0269510380207341,-0.026951038020734147
number_of_transitions_rem_to_wake,-0.03601339260607235,-0.03601339260607235
number_of_transitions_wake_to_nrem,0.16386020869729334,0.17775864389547275
number_of_transitions_wake_to_rem,-0.041676291158184,-0.041676291158184
number_of_wakes,0.1469977819534235,0.16063010778219475
odi,0.4996559885686922,0.49854799799986493
odi_during_left,0.40865278207583855,0.4055204840060665
odi_during_non_supine,0.450500658013984,0.44932645298806784
odi_during_nrem,0.4576094249781235,0.4562320683415999
odi_during_prone,0.39954811912453875,0.3967714834420273
odi_during_rem,0.5140726449494601,0.5120915820632082
odi_during_right,0.390833486464791,0.3892266110134688
odi_during_supine,0.49475113269379223,0.49416571318253594
percent_of_deep_sleep_time,0.23703332749580142,0.23541581228412214
percent_of_left_sleep,0.09265130317210371,0.07710805520852194
percent_of_light_sleep_time,0.20105019608457164,0.19418162371219624
percent_of_non_supine_sleep,0.1490006135318755,0.13930961027823605
percent_of_prone_sleep,-0.03473266729265995,-0.03473266729265995
percent_of_rem_sleep_time,0.14503421454540477,0.13805637195492898
percent_of_right_sleep,0.14023559987140322,0.12850774404171525
percent_of_sleep_time,0.0852561967367999,0.0859327988574432
percent_of_supine_sleep,0.1490006135318755,0.13930961027823605
percent_of_wake_time,0.08525619673679985,0.0859327988574434
rdi,0.43246840152365285,0.4338063437568453
rdi_during_left,0.2886803121390601,0.2846949800871097
rdi_during_non_supine,0.34063110670674573,0.3407886562564235
rdi_during_nrem,0.3956539570676547,0.3972278761572097
rdi_during_prone,0.2904107008073175,0.300507898319221
rdi_during_rem,0.43416575823263626,0.4333268578066663
rdi_during_right,0.27182015737791465,0.2634631258625781
rdi_during_supine,0.44314471778675624,0.4441001010306721
rem_latency,0.0697342662976851,0.061136046977112904
saturation_below_80,0.12362189335042614,0.1179480909594771
saturation_below_85,0.19659038006801832,0.18854390253085002
saturation_below_90,0.30668107231730674,0.30506270348061026
saturation_below_or_equal_88,0.28838712494739793,0.2852175293070973
saturation_max_value,-0.0170230549154692,-0.0170230549154692
saturation_mean,0.47883468578531585,0.4788347674153013
saturation_min_value,0.3932364453350585,0.3921503008005768
sleep_efficiency,0.0534728246976479,0.0624369545745264
sleep_latency,-0.03832407164876405,0.035314305997704895
snore_above_40db,0.15050026080698226,0.1418796879256246
snore_above_45db,0.34885058777348055,0.34744676766646915
snore_above_50db,0.2881270169585687,0.28625844171223547
snore_above_60db,0.15520906660331069,0.15026596910304554
snore_db_mean,0.3137798956454254,0.31377986524213913
time_to_transition_nrem_to_rem,-0.03469471398164145,0.03429115414003875
time_to_transition_nrem_to_wake,0.10310096335864716,0.08015200598666986
time_to_transition_rem_to_nrem,0.15409055570729713,0.14578758036482647
time_to_transition_rem_to_wake,0.02613317976151775,0.021598843039903948
time_to_transition_wake_to_nrem,0.20909971226815538,0.20144083448395145
time_to_transition_wake_to_rem,0.11149549623243199,0.0942613653896338
total_arousal_sleep_time,0.038317036752445244,0.0092199404991856
total_deep_sleep_time,0.20673556711841945,0.2038763374328566
total_left_sleep_time,0.10419136886577421,0.08197389212601064
total_light_sleep_time,0.1478499915151697,0.14383780860860435
total_non_supine_sleep_time,0.15511845736443614,0.1409839493393589
total_prone_sleep_time,-0.0194569111625097,0.02675491777981125
total_rem_sleep_time,0.11085759813720131,0.0948934775380325
total_right_sleep_time,0.15041069819003416,0.13744971549966675
total_sleep_time,0.036460482224427895,0.0067999785158458
total_supine_sleep_time,0.1257456353899885,0.11303178658558935
total_time_in_bed,0.04860254416702165,0.039079366649972455
total_valid_apnea_central_sleep_time,0.04401741137287485,0.02128911761480995
total_valid_apnea_sleep_time,0.05793951023743555,0.032233299590289144
total_wake_time,0.08704979899771956,0.09383643994330634
total_wake_time_after_sleep_onset,0.1007096625517577,0.10216504507512175
variability_between_sleep_stage_percents,0.20772361868666234,0.20305511231337103
