,"Age, BMI & VAT",Liver health
sleep_efficiency,0.06732237334381336,0.09320352455135231
percent_of_sleep_time,0.08347624077471405,0.10339508388650556
percent_of_wake_time,0.08347624077471474,0.1033950838865052
total_wake_time,0.10857267318019195,0.124295241364314
number_of_transitions_nrem_to_wake,0.21257821425597345,0.22660929989372564
number_of_wakes,0.1839458848297606,0.19744655601392497
time_to_transition_nrem_to_rem,0.04605287986739265,0.05766002743755235
number_of_transitions_wake_to_nrem,0.19781571181859403,0.2082160424835644
total_wake_time_after_sleep_onset,0.1103737087491777,0.1189847608355044
total_left_sleep_time,0.10938144251943635,0.11166333596747505
