,"Age, BMI & VAT",Liver health
AHI,0.5708748821413151,0.5704102933332489
ahi_4_percent,0.5319705233534384,0.5308324617596463
ahi_central,0.2913310436552337,0.2904821253873615
ahi_central_during_nrem,0.27635879340386965,0.27563330333405
ahi_central_during_rem,0.26855562778640973,0.2684315833158444
ahi_during_left,0.4182377086471135,0.41577886717197116
ahi_during_non_supine,0.47629153543617586,0.4743511569914921
ahi_during_nrem,0.5116167979704049,0.5107893263592883
ahi_during_prone,0.41918117015053935,0.414738831857973
ahi_during_rem,0.598085157962102,0.5971495712044668
ahi_during_right,0.4054855268699506,0.4017980713973867
ahi_during_supine,0.5668056553778988,0.5656349068838153
ahi_obstructive,0.5734299121536699,0.5724703550576731
ahi_obstructive_during_nrem,0.5151564827534849,0.5143538334599309
ahi_obstructive_during_rem,0.5900481429235225,0.5884153059267806
desaturations_above_20,-0.03611219936174135,-0.0166403787329382
desaturations_mean_nadir,0.236497165178009,0.2364323324368041
desaturations_of_10_20,0.19128800494804438,0.18028533869395696
desaturations_of_4_9,0.540719578924281,0.5401443433859243
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5223122962272616,0.5214486957427843
number_of_all_respiratory_events,0.4292999302905241,0.4276467056138846
number_of_apnea_hypopnea_events,0.556732984609384,0.5555105454052747
number_of_central_apnea_hypopnea_events,0.29457249665365637,0.2918799910172335
number_of_desaturation_events,0.5264714179645777,0.5258070442654914
number_of_obstructive_apnea_hypopnea_events,0.5620696148745419,0.5610086353803807
number_of_transitions_nrem_to_rem,-0.03266262377298145,-0.03272352304669625
number_of_transitions_nrem_to_wake,0.21257821425597345,0.22660929989372564
number_of_transitions_rem_to_nrem,-0.03055076687480565,-0.03055076687480565
number_of_transitions_rem_to_wake,-0.033311777768377154,-0.033311777768377154
number_of_transitions_wake_to_nrem,0.19781571181859403,0.2082160424835644
number_of_transitions_wake_to_rem,-0.0354264473195991,-0.0354264473195991
number_of_wakes,0.1839458848297606,0.19744655601392497
odi,0.5347225329375456,0.5336570074078986
odi_during_left,0.42334030579431486,0.42288045570810184
odi_during_non_supine,0.457826899288868,0.45750314212472626
odi_during_nrem,0.45417631555690363,0.4532849709439447
odi_during_prone,0.3692086933316,0.3669271155237569
odi_during_rem,0.5698588550802297,0.5688883277499666
odi_during_right,0.3867240359756404,0.38541396398025063
odi_during_supine,0.5132095316079929,0.511063907062792
percent_of_deep_sleep_time,0.23988355578915485,0.2396938973169975
percent_of_left_sleep,0.1091663705388132,0.10259942815518094
percent_of_light_sleep_time,0.19730248760279617,0.19472961679651465
percent_of_non_supine_sleep,0.1290355084355041,0.11932450027373145
percent_of_prone_sleep,-0.0347919910726366,-0.037025461639732096
percent_of_rem_sleep_time,0.14073944768488206,0.13369437967932946
percent_of_right_sleep,0.0927276601146511,0.07314503665858425
percent_of_sleep_time,0.08347624077471405,0.10339508388650556
percent_of_supine_sleep,0.1290355084355041,0.1193245002737314
percent_of_wake_time,0.08347624077471474,0.1033950838865052
rdi,0.45048328546685745,0.4496089386174227
rdi_during_left,0.3016726963726326,0.2962736860257633
rdi_during_non_supine,0.3467972759231443,0.344070083739009
rdi_during_nrem,0.3832307731662206,0.38168224230466935
rdi_during_prone,0.31473737371036375,0.3072219506737023
rdi_during_rem,0.4958652253489321,0.4935009724205343
rdi_during_right,0.2920165451733834,0.2891420330635804
rdi_during_supine,0.45958036031540334,0.45704213757652606
rem_latency,0.05637967544770155,0.05325318720751965
saturation_below_80,-0.0374231598751566,-0.0374231598751566
saturation_below_85,0.1202381028375378,0.11334646969482781
saturation_below_90,0.2849693471126956,0.28449548935823676
saturation_below_or_equal_88,0.24991795942453254,0.2481402190311603
saturation_max_value,0.20247043380819454,0.20247044408294584
saturation_mean,0.5869840163945692,0.5868139314767438
saturation_min_value,0.44046283379829526,0.44019986532856437
sleep_efficiency,0.06732237334381336,0.09320352455135231
sleep_latency,0.04264551845404835,0.0368757404309743
snore_above_40db,0.21918596351797745,0.21795734963809704
snore_above_45db,0.38832386946367864,0.3888557025744569
snore_above_50db,0.31840909374375215,0.31834824048700605
snore_above_60db,0.1352058651174292,0.12991161183632766
snore_db_mean,0.35486205256306314,0.35481702144401894
time_to_transition_nrem_to_rem,0.04605287986739265,0.05766002743755235
time_to_transition_nrem_to_wake,0.11936746797234285,0.1132157351959649
time_to_transition_rem_to_nrem,0.139837549978935,0.13617978084067175
time_to_transition_rem_to_wake,0.08641253559903195,0.07759154895269635
time_to_transition_wake_to_nrem,0.00827052796400375,-0.03459631974519385
time_to_transition_wake_to_rem,0.032307219402847254,0.0274606552517917
total_arousal_sleep_time,0.0362541473855863,0.01895850330835655
total_deep_sleep_time,0.18538073277063905,0.18274621345973197
total_left_sleep_time,0.10938144251943635,0.11166333596747505
total_light_sleep_time,0.1678145502469992,0.15955097680134311
total_non_supine_sleep_time,0.13315738623722684,0.1264090135097915
total_prone_sleep_time,-0.03307411879971775,0.007114214882664
total_rem_sleep_time,0.1060563187980024,0.09647407069224676
total_right_sleep_time,0.09484844411263904,0.07918110248251434
total_sleep_time,0.03882415915995591,0.02210532533972845
total_supine_sleep_time,0.10858989467078475,0.10175311998489425
total_time_in_bed,0.07366765803308345,0.06480378021419425
total_valid_apnea_central_sleep_time,0.0260926054066663,0.01022516885983865
total_valid_apnea_sleep_time,0.00733728488836555,-0.01063865106849905
total_wake_time,0.10857267318019195,0.124295241364314
total_wake_time_after_sleep_onset,0.1103737087491777,0.1189847608355044
variability_between_sleep_stage_percents,0.2027616191845174,0.20188734698897604
