,"Age, BMI & VAT","Sleep Quality
(average of nights)"
UNMAPPED,0.008013487886500756,0.00945184006248073
UNINTEGRATED,0.008022069573648266,0.00939337040366811
1CMET2PWYfolatetransformationsIIIEcoli,0.013639343801360851,0.01218955739551969
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,0.010051460410895293,0.011729212158213282
ANAEROFRUCATPWYhomolacticfermentation,0.012366433966670563,0.012124641908456083
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,0.013143569715610056,0.012279409237281828
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,0.011874912148604004,0.0131489338065512
ARGININESYN4PWYLornithinebiosynthesisII,0.012192771086458543,0.01262945605953087
ARGSYNPWYLargininebiosynthesisIviaLornithine,0.010080308626461178,0.012312959110431367
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,0.010265086241055548,0.011545324187915295
AROPWYchorismatebiosynthesisI,0.013058135441734163,0.012342837009361368
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,0.00910528852041372,0.009124341794045742
ASTPWYLargininedegradationIIASTpathway,0.017598929196325417,0.01610412912898433
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,0.009588159515046567,0.01302346026046782
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,0.011275450211276098,0.011073320306480497
CALVINPWYCalvinBensonBasshamcycle,0.011917507973191244,0.013266548953080675
CENTFERMPWYpyruvatefermentationtobutanoate,0.014668010406131263,0.013567012096228851
CITRULBIOPWYLcitrullinebiosynthesis,0.011115527254008974,0.012036063216928065
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,0.015156694890166187,0.012368868349850601
COAPWYcoenzymeAbiosynthesisIprokaryotic,0.014601189509069993,0.012835276395694288
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,0.013066800061583086,0.01344071418964879
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,0.010368995081914075,0.013111552329371291
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,0.015517544418107022,0.011206083404537404
CRNFORCATPWYcreatininedegradationI,0.011150865320346206,0.012532332049994046
DAPLYSINESYNPWYLlysinebiosynthesisI,0.010131822612344122,0.015601851019126183
DARABCATK12PWYDarabinosedegradationI,0.013901818964154359,0.013858166980320212
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,0.014883643810244322,0.011803136819121492
DTDPRHAMSYNPWYdTDPbetaLrhamnosebiosynthesis,0.011045355050156714,0.01248039895030938
ECASYNPWYenterobacterialcommonantigenbiosynthesis,0.016023730412072022,0.014403664796436509
FAOPWYfattyacidbetaoxidationIgeneric,0.015905048853718455,0.017496345455344255
FASYNELONGPWYfattyacidelongationsaturated,0.009864277355930505,0.01479457334854757
FASYNINITIALPWYsuperpathwayoffattyacidbiosynthesisinitiationEcoli,0.01633425883325679,0.011925261231526827
FERMENTATIONPWYmixedacidfermentation,0.011599331104240135,0.01317113164653104
FOLSYNPWYsuperpathwayoftetrahydrofolatebiosynthesisandsalvage,0.014507919576334152,0.014260759684603937
FUCRHAMCATPWYsuperpathwayoffucoseandrhamnosedegradation,0.012561884682740937,0.012359074207011524
FUCCATPWYfucosedegradation,0.010273144124151009,0.013703135554416462
GALACTGLUCUROCATPWYsuperpathwayofhexuronideandhexuronatedegradation,0.011349850191194133,0.01215738159394056
GALACTARDEGPWYDgalactaratedegradationI,0.014937786461600567,0.014583930973836411
GALACTITOLCATPWYgalactitoldegradation,0.018280442785173472,0.018705090517272413
GALACTUROCATPWYDgalacturonatedegradationI,0.012970086140917906,0.012119794834521547
GLCMANNANAUTPWYsuperpathwayofNacetylglucosamineNacetylmannosamineandNacetylneuraminatedegradation,0.010879672920382267,0.014915178149223695
GLUCARDEGPWYDglucaratedegradationI,0.016448776476384066,0.015358769922821697
GLUCARGALACTSUPERPWYsuperpathwayofDglucarateandDgalactaratedegradation,0.014937786461600575,0.014583930973836411
GLUCONEOPWYgluconeogenesisI,0.011363788901682974,0.012734776240388572
GLUCOSE1PMETABPWYglucoseandglucose1phosphatedegradation,0.011192799084209115,0.012516078501503469
GLUCUROCATPWYsuperpathwayofbetaDglucuronosidesdegradation,0.012562336425639775,0.012318663271186968
GLUDEGIPWYGABAshunt,0.01130176394656272,0.01046811404082193
GLUTORNPWYLornithinebiosynthesisI,0.010598979694205408,0.013938469994581038
GLYCOCATPWYglycogendegradationI,0.012851407125461276,0.012676780505201542
GLYCOGENSYNTHPWYglycogenbiosynthesisIfromADPDGlucose,0.009519792058431243,0.012458218069184583
GLYCOLGLYOXDEGPWYsuperpathwayofglycolmetabolismanddegradation,0.014461541860985283,0.01418464900781156
GLYCOLYSISEDsuperpathwayofglycolysisandtheEntnerDoudoroffpathway,0.012426087457634356,0.014416574370831721
GLYCOLYSISTCAGLYOXBYPASSsuperpathwayofglycolysispyruvatedehydrogenaseTCAandglyoxylatebypass,0.01219827731818687,0.013886354058038813
GLYCOLYSISglycolysisIfromglucose6phosphate,0.014367773037477306,0.011462556021612008
GLYOXYLATEBYPASSglyoxylatecycle,0.013813151717792028,0.015094674351820263
GOLPDLCATPWYsuperpathwayofglyceroldegradationto13propanediol,0.011813580631415573,0.014163545372190953
HCAMHPDEGPWY3phenylpropanoateand33hydroxyphenylpropanoatedegradationto2hydroxypentadienoate,0.01713810800847956,0.016350126082865655
HEMEBIOSYNTHESISII1hemebbiosynthesisVaerobic,0.015084520776450755,0.015352243439109677
HEMEBIOSYNTHESISIIhemebbiosynthesisIaerobic,0.013797951022920078,0.016030858529535747
HEMESYN2PWYhemebbiosynthesisIIoxygenindependent,0.013932540262007912,0.012845069701882131
HEXITOLDEGSUPERPWYsuperpathwayofhexitoldegradationbacteria,0.012389993089376659,0.0171916780118816
HISDEGPWYLhistidinedegradationI,0.013072950265613005,0.011594928199085969
HISTSYNPWYLhistidinebiosynthesis,0.013371165153525377,0.012355925348996889
HOMOSERMETSYNPWYLmethioninebiosynthesisI,0.015811776130995693,0.013899881778068507
HSERMETANAPWYLmethioninebiosynthesisIII,0.013435176385572612,0.012799925843866364
ILEUSYNPWYLisoleucinebiosynthesisIfromthreonine,0.011381417397666994,0.012111046979882927
KDONAGLIPASYNPWYsuperpathwayofKdo2lipidAbiosynthesis,0.016384150977225752,0.013920784431712092
KETOGLUCONMETPWYketogluconatemetabolism,0.012351585704394761,0.011528070053880965
LACTOSECATPWYlactoseandgalactosedegradationI,0.013961792028149126,0.012536599217301865
METSAMPWYsuperpathwayofSadenosylLmethioninebiosynthesis,0.014668462486468336,0.014921050427392599
METHACETATEPWYmethanogenesisfromacetate,0.012567794667876823,0.013129555673749483
METHGLYUTPWYsuperpathwayofmethylglyoxaldegradation,0.012127336488618677,0.014064807195807494
METSYNPWYsuperpathwayofLhomoserineandLmethioninebiosynthesis,0.014573079367050167,0.013953126659577634
NADBIOSYNTHESISIINADsalvagepathwayIIItonicotinamideriboside,0.012668537692675556,0.013514876173366394
NAGLIPASYNPWYlipidIVAbiosynthesisEcoli,0.012199537418381487,0.012075202873512159
NONMEVIPPPWYmethylerythritolphosphatepathwayI,0.01277768870734857,0.011755227446847025
NONOXIPENTPWYpentosephosphatepathwaynonoxidativebranchI,0.012584350303514532,0.01399983657851381
OANTIGENPWYOantigenbuildingblocksbiosynthesisEcoli,0.01445514665851528,0.015748464433463553
ORNDEGPWYsuperpathwayofornithinedegradation,0.013311151798955603,0.015074915794921262
P105PWYTCAcycleIV2oxoglutaratedecarboxylase,0.013572010706825528,0.013083668147817208
P108PWYpyruvatefermentationtopropanoateI,0.01210496138789992,0.011456591727535156
P122PWYheterolacticfermentation,0.01344402526942395,0.012928821361886724
P124PWYBifidobacteriumshunt,0.012339664915330362,0.014266013100796912
