,"Age, BMI & VAT","Sleep Quality
(average of nights)"
UNMAPPED,False,True
UNINTEGRATED,False,True
1CMET2PWYfolatetransformationsIIIEcoli,False,False
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,False,False
ANAEROFRUCATPWYhomolacticfermentation,False,True
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,False,True
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,False,True
ARGININESYN4PWYLornithinebiosynthesisII,False,True
ARGSYNPWYLargininebiosynthesisIviaLornithine,False,False
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,False,False
AROPWYchorismatebiosynthesisI,False,False
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,False,True
ASTPWYLargininedegradationIIASTpathway,False,True
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,False,True
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,False,True
CALVINPWYCalvinBensonBasshamcycle,False,True
CENTFERMPWYpyruvatefermentationtobutanoate,False,True
CITRULBIOPWYLcitrullinebiosynthesis,False,True
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,False,True
COAPWYcoenzymeAbiosynthesisIprokaryotic,False,False
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,False,True
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,False,True
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,False,True
CRNFORCATPWYcreatininedegradationI,True,True
DAPLYSINESYNPWYLlysinebiosynthesisI,False,True
DARABCATK12PWYDarabinosedegradationI,False,True
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,False,True
DTDPRHAMSYNPWYdTDPbetaLrhamnosebiosynthesis,False,True
ECASYNPWYenterobacterialcommonantigenbiosynthesis,False,True
FAOPWYfattyacidbetaoxidationIgeneric,False,True
FASYNELONGPWYfattyacidelongationsaturated,False,True
FERMENTATIONPWYmixedacidfermentation,False,True
FOLSYNPWYsuperpathwayoftetrahydrofolatebiosynthesisandsalvage,False,True
FUCRHAMCATPWYsuperpathwayoffucoseandrhamnosedegradation,False,True
FUCCATPWYfucosedegradation,False,True
GALACTGLUCUROCATPWYsuperpathwayofhexuronideandhexuronatedegradation,False,True
GALACTARDEGPWYDgalactaratedegradationI,False,True
GALACTITOLCATPWYgalactitoldegradation,False,True
GALACTUROCATPWYDgalacturonatedegradationI,False,True
GLCMANNANAUTPWYsuperpathwayofNacetylglucosamineNacetylmannosamineandNacetylneuraminatedegradation,False,True
GLUCARDEGPWYDglucaratedegradationI,False,True
GLUCARGALACTSUPERPWYsuperpathwayofDglucarateandDgalactaratedegradation,False,True
GLUCONEOPWYgluconeogenesisI,False,True
GLUCOSE1PMETABPWYglucoseandglucose1phosphatedegradation,False,True
GLUCUROCATPWYsuperpathwayofbetaDglucuronosidesdegradation,False,True
GLUDEGIPWYGABAshunt,False,True
GLUTORNPWYLornithinebiosynthesisI,False,True
GLYCOCATPWYglycogendegradationI,False,True
GLYCOGENSYNTHPWYglycogenbiosynthesisIfromADPDGlucose,False,True
GLYCOLGLYOXDEGPWYsuperpathwayofglycolmetabolismanddegradation,False,True
GLYCOLYSISEDsuperpathwayofglycolysisandtheEntnerDoudoroffpathway,False,True
GLYCOLYSISTCAGLYOXBYPASSsuperpathwayofglycolysispyruvatedehydrogenaseTCAandglyoxylatebypass,False,True
GLYCOLYSISglycolysisIfromglucose6phosphate,False,True
GLYOXYLATEBYPASSglyoxylatecycle,False,True
GOLPDLCATPWYsuperpathwayofglyceroldegradationto13propanediol,False,True
HCAMHPDEGPWY3phenylpropanoateand33hydroxyphenylpropanoatedegradationto2hydroxypentadienoate,False,True
HEMEBIOSYNTHESISII1hemebbiosynthesisVaerobic,False,True
HEMEBIOSYNTHESISIIhemebbiosynthesisIaerobic,False,True
HEMESYN2PWYhemebbiosynthesisIIoxygenindependent,False,True
HEXITOLDEGSUPERPWYsuperpathwayofhexitoldegradationbacteria,False,True
HISDEGPWYLhistidinedegradationI,False,True
HISTSYNPWYLhistidinebiosynthesis,False,True
HOMOSERMETSYNPWYLmethioninebiosynthesisI,False,True
HSERMETANAPWYLmethioninebiosynthesisIII,True,True
ILEUSYNPWYLisoleucinebiosynthesisIfromthreonine,False,True
KDONAGLIPASYNPWYsuperpathwayofKdo2lipidAbiosynthesis,False,True
KETOGLUCONMETPWYketogluconatemetabolism,False,True
LACTOSECATPWYlactoseandgalactosedegradationI,False,True
METSAMPWYsuperpathwayofSadenosylLmethioninebiosynthesis,False,True
METHACETATEPWYmethanogenesisfromacetate,False,True
METHGLYUTPWYsuperpathwayofmethylglyoxaldegradation,False,True
METSYNPWYsuperpathwayofLhomoserineandLmethioninebiosynthesis,False,True
NADBIOSYNTHESISIINADsalvagepathwayIIItonicotinamideriboside,False,True
NAGLIPASYNPWYlipidIVAbiosynthesisEcoli,False,True
NONMEVIPPPWYmethylerythritolphosphatepathwayI,False,False
NONOXIPENTPWYpentosephosphatepathwaynonoxidativebranchI,False,True
OANTIGENPWYOantigenbuildingblocksbiosynthesisEcoli,False,False
ORNDEGPWYsuperpathwayofornithinedegradation,False,True
P105PWYTCAcycleIV2oxoglutaratedecarboxylase,False,True
P108PWYpyruvatefermentationtopropanoateI,False,True
P122PWYheterolacticfermentation,False,True
P124PWYBifidobacteriumshunt,False,False
P125PWYsuperpathwayofRRbutanediolbiosynthesis,False,False
P161PWYacetylenedegradationanaerobic,False,True
P164PWYpurinenucleobasesdegradationIanaerobic,True,True
P185PWYformaldehydeassimilationIIIdihydroxyacetonecycle,False,False
P221PWYoctaneoxidation,False,True
P23PWYreductiveTCAcycleI,False,True
P4PWYsuperpathwayofLlysineLthreonineandLmethioninebiosynthesisI,False,True
P41PWYpyruvatefermentationtoacetateandSlactateI,True,True
