,"Age, BMI & VAT","Sleep Quality
(average of nights)"
UNMAPPED,0.1784486660085825,0.1553595466757434
UNINTEGRATED,0.18011861588775213,0.15904626217603304
1CMET2PWYfolatetransformationsIIIEcoli,0.014886767870794449,0.0237169985879672
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,0.07026079074992661,0.0232188838697195
ANAEROFRUCATPWYhomolacticfermentation,0.0429805706210706,0.0154016730397789
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,0.023520528769375798,0.03227256417474755
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,0.0400199046827135,0.04457053100988545
ARGININESYN4PWYLornithinebiosynthesisII,0.06467879022680176,0.0069045392741997995
ARGSYNPWYLargininebiosynthesisIviaLornithine,0.0653653394923346,0.042740452153761196
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,0.08061698861871919,0.043484009963780754
AROPWYchorismatebiosynthesisI,-0.0093632240917652,-0.0172254909560497
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,0.15469628434944616,0.1438350285615525
ASTPWYLargininedegradationIIASTpathway,0.052823861006721096,0.0367967471976959
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,0.07691407003954345,0.0215173232951742
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,0.1019637358318412,0.09985281089639039
CALVINPWYCalvinBensonBasshamcycle,-0.0393905367763151,0.00978903125030875
CENTFERMPWYpyruvatefermentationtobutanoate,-0.027030020381308598,0.0301505457472696
CITRULBIOPWYLcitrullinebiosynthesis,0.058567360862930296,0.0131196390394621
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,0.0005340463048093,0.02202821353931015
COAPWYcoenzymeAbiosynthesisIprokaryotic,-0.022160369353090847,0.02255764812753425
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,0.040787604116825305,-0.0050274717945695
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,0.06738678739512845,0.0349946497026865
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,0.0160388136930441,-0.0340308422217086
CRNFORCATPWYcreatininedegradationI,-0.0136767485778594,0.002620949317063
DAPLYSINESYNPWYLlysinebiosynthesisI,0.021515750095940603,0.008535519888042551
DARABCATK12PWYDarabinosedegradationI,0.01445609483866435,0.018564298257065598
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,0.0611394508973819,0.0510728040732476
