,Age & BMI,"HRV
(average of nights)"
UNMAPPED,-0.030211259094736702,-0.03021125909473675
UNINTEGRATED,-0.0300809133355665,-0.0300809133355665
1CMET2-PWY: folate transformations III (E. coli),-0.03215636806460785,-0.032156368064607796
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast,-0.031786588457581755,-0.031786588457581755
ANAEROFRUCAT-PWY: homolactic fermentation,-0.0288359919584775,-0.0288359919584775
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),-0.030796946102355997,-0.030796946102355997
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,-0.0292283198695756,-0.0292283198695756
ARGININE-SYN4-PWY: L-ornithine biosynthesis II,-0.03412784891152695,-0.03412784891152695
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),-0.0286412126447705,-0.02864121264477045
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),-0.02753223600301005,-0.02753223600301005
ARO-PWY: chorismate biosynthesis I,-0.032764309826438395,-0.032764309826438395
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,-0.02872692057954705,-0.02872692057954705
AST-PWY: L-arginine degradation II (AST pathway),-0.0326352926988942,-0.0326352926988941
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,-0.0305202730217117,-0.0305202730217117
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis,-0.032102556889198455,-0.0321025568891984
CALVIN-PWY: Calvin-Benson-Bassham cycle,-0.0318190069431126,-0.0318190069431126
CENTFERM-PWY: pyruvate fermentation to butanoate,-0.0370324973429808,-0.0370324973429808
CITRULBIO-PWY: L-citrulline biosynthesis,-0.03363216560237555,-0.03363216560237555
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals),-0.0335818168474446,-0.0335818168474446
COA-PWY: coenzyme A biosynthesis I (prokaryotic),-0.0319369231805955,-0.0319369231805955
COBALSYN-PWY: superpathway of adenosylcobalamin salvage from cobinamide I,-0.0308739263265033,-0.0308739263265033
COLANSYN-PWY: colanic acid building blocks biosynthesis,-0.03013096942238375,-0.03013096942238375
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,-0.031919643954298346,-0.031919643954298346
CRNFORCAT-PWY: creatinine degradation I,-0.03582502390580925,-0.035825023905809245
DAPLYSINESYN-PWY: L-lysine biosynthesis I,-0.03078657569059335,-0.03078657569059335
DARABCATK12-PWY: D-arabinose degradation I,-0.03284920445084025,-0.03284920445084025
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,-0.03032279376774355,-0.03032279376774355
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis,-0.03050808972553335,-0.03050808972553335
ECASYN-PWY: enterobacterial common antigen biosynthesis,-0.03220944403108825,-0.03220944403108835
FAO-PWY: fatty acid &beta;-oxidation I (generic),-0.03104154289263425,-0.03104154289263425
FASYN-ELONG-PWY: fatty acid elongation -- saturated,-0.02899794697922825,-0.02899794697922825
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli),-0.034327764963767854,-0.034327764963767854
FERMENTATION-PWY: mixed acid fermentation,-0.03187827129378705,-0.03187827129378705
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,-0.029485578659082648,-0.029485578659082648
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,-0.0289616736837595,-0.0289616736837595
FUCCAT-PWY: fucose degradation,-0.0317580182939957,-0.03175801829399575
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,-0.03081010172145765,-0.03081010172145765
GALACTARDEG-PWY: D-galactarate degradation I,-0.0313465299575207,-0.0313465299575207
GALACTITOLCAT-PWY: galactitol degradation,-0.0289873099201993,-0.0289873099201993
GALACTUROCAT-PWY: D-galacturonate degradation I,-0.03058889373491685,-0.03058889373491685
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",-0.03246332043601115,-0.032463320436011245
GLUCARDEG-PWY: D-glucarate degradation I,-0.03162774325427345,-0.03162774325427345
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,-0.0313465299575207,-0.0313465299575207
GLUCONEO-PWY: gluconeogenesis I,-0.03054784360961645,-0.03054784360961645
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,-0.034293856448201,-0.034293856448201
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation,-0.03081540691394045,-0.03081540691394045
GLUDEG-I-PWY: GABA shunt,-0.0291660987254125,-0.0291660987254125
GLUTORN-PWY: L-ornithine biosynthesis I,-0.0291296984066777,-0.0291296984066777
GLYCOCAT-PWY: glycogen degradation I,-0.03012407799830705,-0.03012407799830705
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),-0.02760315334763985,-0.02760315334763985
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,-0.0319265902434551,-0.031926590243455
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway,-0.02960748776294725,-0.0296074877629472
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",-0.029380671371297698,-0.02938067137129775
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),-0.02815979255563095,-0.02815979255563095
GLYOXYLATE-BYPASS: glyoxylate cycle,-0.029786158838536247,-0.0297861588385362
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",-0.03439405763945605,-0.03439405763945605
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate,-0.031186400776929246,-0.031186400776929198
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic),-0.0302677016710265,-0.0302677016710265
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic),-0.0296822251162412,-0.0296822251162412
HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent),-0.02906108032022015,-0.02906108032022015
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),-0.02975842553270225,-0.0297584255327023
HISDEG-PWY: L-histidine degradation I,-0.0325111258140867,-0.0325111258140867
HISTSYN-PWY: L-histidine biosynthesis,-0.03235840842944905,-0.03235840842944905
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,-0.029252604754665,-0.029252604754665
HSERMETANA-PWY: L-methionine biosynthesis III,-0.02634048308256875,-0.02634048308256875
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),-0.03223183284405,-0.03223183284405
