,"Age, BMI & VAT",Lifestyle
AHI,0.005903645023328537,0.006344637302381391
ahi_4_percent,0.006843667506315239,0.0072258376460124195
ahi_central,0.008595733631010483,0.014715113906752586
ahi_central_during_nrem,0.012253320429769095,0.013379467485654701
ahi_central_during_rem,0.013039976802677327,0.014692975279408915
ahi_during_left,0.007409585368159115,0.010293481622506765
ahi_during_non_supine,0.006680843034378795,0.009315471209925607
ahi_during_nrem,0.006101786624442752,0.008490706255477886
ahi_during_prone,0.011001183830061375,0.013828750392314433
ahi_during_rem,0.006137495388296648,0.008080525565271416
ahi_during_right,0.008550641454070553,0.008743226973321907
ahi_during_supine,0.00596490264471315,0.007330431767402615
ahi_obstructive,0.0058870806761594,0.009046767678604064
ahi_obstructive_during_nrem,0.006722646106900776,0.0077202627319541035
ahi_obstructive_during_rem,0.005206184887611981,0.007757513010639462
desaturations_mean_nadir,0.007633954309547983,0.007964183615389807
desaturations_of_10_20,0.009889623073956593,0.012283594406822225
desaturations_of_4_9,0.006335172179697746,0.007668587226809794
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0064446296888123755,0.007050990621232276
number_of_all_respiratory_events,0.007816608130352374,0.009089751466914158
number_of_apnea_hypopnea_events,0.006200963574888362,0.007612058137969668
number_of_central_apnea_hypopnea_events,0.007687658039206352,0.016559947584925374
number_of_desaturation_events,0.006643459168351158,0.009168308292539307
number_of_obstructive_apnea_hypopnea_events,0.006000799358548192,0.008542676582409526
number_of_transitions_nrem_to_rem,0.01261803275074721,0.01196354735441844
number_of_transitions_nrem_to_wake,0.009661650597404767,0.012901152274370806
number_of_transitions_rem_to_nrem,0.014789626897357473,0.014976355125687766
number_of_transitions_rem_to_wake,0.012915502386512456,0.012680996181383202
number_of_transitions_wake_to_nrem,0.010912184099499221,0.012221097683650078
number_of_transitions_wake_to_rem,0.013056211233965538,0.015374900785785912
number_of_wakes,0.01279049019795294,0.013266154473678514
odi,0.006806084370915852,0.00768239117420801
odi_during_left,0.007223434032664756,0.009736498709566504
odi_during_non_supine,0.0073941725915141416,0.009703526344301678
odi_during_nrem,0.006950377072818936,0.007934110700424135
odi_during_prone,0.009804623902629,0.016338544847830167
odi_during_rem,0.005558959838604644,0.008126246837048871
odi_during_right,0.007786928990162005,0.01255834281139593
odi_during_supine,0.007296860522031688,0.008548992350129509
percent_of_deep_sleep_time,0.01099175926679774,0.01282612656656862
percent_of_left_sleep,0.015294141967925333,0.012020687583635243
percent_of_light_sleep_time,0.011138314925935365,0.01320915288522131
percent_of_non_supine_sleep,0.013294115603242871,0.015130892452776835
percent_of_prone_sleep,0.013024316859774282,0.013644053613307625
percent_of_rem_sleep_time,0.013807163533156003,0.013322514019643355
percent_of_right_sleep,0.011480994125272391,0.013548256523117589
percent_of_sleep_time,0.016303159836702833,0.011796048533022097
percent_of_supine_sleep,0.013285122326492442,0.015119355375035958
percent_of_wake_time,0.016301521399822785,0.011753266695288554
rdi,0.007198645959400387,0.007994962564163188
rdi_during_left,0.010147844385257229,0.011461097020943193
rdi_during_non_supine,0.009374579415630444,0.009184177101392473
rdi_during_nrem,0.006906397734604399,0.0110180629386492
rdi_during_prone,0.013934144518558456,0.01638674070021724
rdi_during_rem,0.0065151403113492354,0.009994666336253028
rdi_during_right,0.00961922733478588,0.011349182125091803
rdi_during_supine,0.006929805903773471,0.007393423516897832
rem_latency,0.01284687481002505,0.01521625252284603
saturation_below_80,0.010733374393121744,0.014749419096857402
saturation_below_85,0.009139364469469426,0.016016161704876603
saturation_below_90,0.0089528467206682,0.012124144381125804
saturation_below_or_equal_88,0.009596773739953043,0.01159660064022101
saturation_max_value,0.012994682955316007,0.012722628820243484
saturation_mean,0.00654644271277807,0.008327361023630157
saturation_min_value,0.007454848653135314,0.010446379259800938
sleep_efficiency,0.016893383052013565,0.013205452949580438
sleep_latency,0.01762508740507556,0.012550586705641614
snore_above_40db,0.013325280096011203,0.012833953804409841
snore_above_45db,0.010545560246586212,0.010117986290757242
snore_above_50db,0.009535142690414753,0.014063548741974808
snore_above_60db,0.009569610441406176,0.016208362351029296
snore_db_mean,0.01094264259670137,0.012081865485085701
time_to_transition_nrem_to_rem,0.011872605028677072,0.013996805579986284
time_to_transition_nrem_to_wake,0.012935637624345159,0.012206524966861709
time_to_transition_rem_to_nrem,0.011337922147942506,0.011464860412098358
time_to_transition_rem_to_wake,0.01604697930261009,0.014981976984516898
time_to_transition_wake_to_nrem,0.012052521127549945,0.01326407806943436
time_to_transition_wake_to_rem,0.016145032609415282,0.021078832804931537
total_arousal_sleep_time,0.015444937275214602,0.013285011207381035
total_deep_sleep_time,0.010656325944553752,0.012686593990280872
total_left_sleep_time,0.014980851222648339,0.01259608187677745
total_light_sleep_time,0.013196194564726614,0.013052503214609162
total_non_supine_sleep_time,0.010878408302325587,0.012333864581276131
total_prone_sleep_time,0.013830869743658618,0.013856752700134669
total_rem_sleep_time,0.011733060345072476,0.013467593528111941
total_right_sleep_time,0.010738642532699294,0.01312837957301489
total_sleep_time,0.015065145267967478,0.013164087812050203
total_supine_sleep_time,0.013858839488120585,0.01451840586961368
total_time_in_bed,0.013583116171741965,0.013708455115077728
total_valid_apnea_central_sleep_time,0.014456936101352501,0.012380954972713928
total_valid_apnea_sleep_time,0.013028649368048963,0.014992954564123867
total_wake_time,0.015290961715959969,0.01287620709024383
total_wake_time_after_sleep_onset,0.01530376773575328,0.011242051649053831
variability_between_sleep_stage_percents,0.01063004089434241,0.012938857321412617
