,"Age, BMI & VAT",Lifestyle
AHI,0.4652525120800829,0.4315078835035371
ahi_4_percent,0.45378818155790507,0.42920857096847914
ahi_central,0.1591216984919597,0.0942734976460648
ahi_central_during_nrem,0.1128183549817669,0.0726168550568657
ahi_central_during_rem,0.1405354889008124,0.07834256272695965
ahi_during_left,0.3167458554287689,0.26155627220214483
ahi_during_non_supine,0.38713671049116266,0.34488062258381313
ahi_during_nrem,0.4244805018435144,0.3958169078499414
ahi_during_prone,0.34193837107580627,0.29029035389362423
ahi_during_rem,0.4716811205770033,0.4349852345454992
ahi_during_right,0.3284309972525526,0.2900916283894992
ahi_during_supine,0.4756743934178198,0.4551839576260795
ahi_obstructive,0.4759878689090211,0.4418419804333765
ahi_obstructive_during_nrem,0.4399937827595253,0.40514629456415907
ahi_obstructive_during_rem,0.47693367916409024,0.4372743284164545
desaturations_mean_nadir,0.30156872327613293,0.2792298711620057
desaturations_of_10_20,0.20914011902316915,0.18865973105152406
desaturations_of_4_9,0.4519152988292162,0.43709507583369633
number_of_4_percent_desaturation_apnea_hypopnea_events,0.43357265262332084,0.4142004673279085
number_of_all_respiratory_events,0.3238916661502758,0.30783975748595616
number_of_apnea_hypopnea_events,0.4374653725554179,0.41088489155917585
number_of_central_apnea_hypopnea_events,0.16740270575931582,0.10774335245189526
number_of_desaturation_events,0.43599529042258667,0.4228976501281353
number_of_obstructive_apnea_hypopnea_events,0.45057838789331395,0.4280059746504201
number_of_transitions_nrem_to_rem,0.03566417304098135,0.054512001618978095
number_of_transitions_nrem_to_wake,0.10793395348741586,0.1632789956271396
number_of_transitions_rem_to_nrem,0.039033581052487096,0.0772642377726375
number_of_transitions_rem_to_wake,0.0299478971317234,0.05567799925309125
number_of_transitions_wake_to_nrem,0.1188004057546642,0.18142156968608059
number_of_transitions_wake_to_rem,0.01316462575122815,-0.012039036556439349
number_of_wakes,0.10008068911369955,0.17870288433700315
odi,0.4545474448501743,0.4347287367061716
odi_during_left,0.38289837154030154,0.3155401444389738
odi_during_non_supine,0.42113303370494937,0.391216478918351
odi_during_nrem,0.4054002496221576,0.3808527541981317
odi_during_prone,0.36632966171351977,0.33226876367158253
odi_during_rem,0.48111854686728783,0.4556275041869031
odi_during_right,0.359434089938646,0.34501283174912156
odi_during_supine,0.4562347701326813,0.4318964517001016
percent_of_deep_sleep_time,0.18275893633222584,0.16907527851075815
percent_of_left_sleep,-0.00140819428153835,0.033913551003850545
percent_of_light_sleep_time,0.17283630792028853,0.16607131597528096
percent_of_non_supine_sleep,0.1018685641116318,0.10581829289673761
percent_of_prone_sleep,0.06725368625426725,0.01363132429495215
percent_of_rem_sleep_time,0.10140423684371265,0.13031746120148252
percent_of_right_sleep,0.08866085410231489,0.05283771327291315
percent_of_sleep_time,0.015488748306276702,0.13294091090817256
percent_of_supine_sleep,0.10186856416146164,0.10581829250044565
percent_of_wake_time,0.0152957461353017,0.13294090844712445
rdi,0.3681442844509685,0.342774823488734
rdi_during_left,0.2067902785753726,0.16646638207658815
rdi_during_non_supine,0.26148745760268205,0.23928606576108935
rdi_during_nrem,0.32531235331245245,0.31180120277363366
rdi_during_prone,0.20389407143013932,0.18717103792994788
rdi_during_rem,0.3803885401658066,0.34236482511677463
rdi_during_right,0.20462649175284175,0.18063223494469105
rdi_during_supine,0.3930983952418514,0.3808242372455025
rem_latency,0.0390489698638358,0.02116928829302045
saturation_below_80,0.11318691168437545,0.08117008942976969
saturation_below_85,0.18278596293118576,0.14614214103776446
saturation_below_90,0.2769708218710413,0.22241871776027283
saturation_below_or_equal_88,0.2792638357417141,0.22319059670114855
saturation_max_value,0.10011874528715595,0.15136141279735327
saturation_mean,0.42338244929930474,0.3912440033849697
saturation_min_value,0.34168501283587016,0.300708846529987
sleep_efficiency,-0.00125929056521985,0.12764511590563749
sleep_latency,0.0320842106135496,0.0564035308187702
snore_above_40db,0.12340781803924235,0.11861278025429095
snore_above_45db,0.2882929463588304,0.29161593160232646
snore_above_50db,0.212880823126499,0.24362294563396658
snore_above_60db,0.10507134069357904,0.0935481660431883
snore_db_mean,0.2736565093848648,0.2758154893249521
time_to_transition_nrem_to_rem,0.031222283699212,0.0393327204139911
time_to_transition_nrem_to_wake,0.05449023074245575,0.0550306368724003
time_to_transition_rem_to_nrem,0.12430625820012206,0.1473088377925475
time_to_transition_rem_to_wake,0.0333127134970367,0.0486993149277666
time_to_transition_wake_to_nrem,0.09796571288046854,0.10155471595518074
time_to_transition_wake_to_rem,0.0193614749670535,0.037271980565288604
total_arousal_sleep_time,0.0086365449243322,0.1524685657763882
total_deep_sleep_time,0.1813009059095633,0.14642690565178534
total_left_sleep_time,0.021701542536373852,0.06810567669685999
total_light_sleep_time,0.09820279233595515,0.19852089004090356
total_non_supine_sleep_time,0.1310452339818761,0.1410036270313874
total_prone_sleep_time,0.0706276548461805,0.0309396147532362
total_rem_sleep_time,0.0681586444804106,0.13176096026550635
total_right_sleep_time,0.10830745450453916,0.06523715129903965
total_sleep_time,0.010907380659784052,0.15600051478766613
total_supine_sleep_time,0.0753688645260488,0.07316509004846455
total_time_in_bed,0.0229906634894627,0.20206296979845964
total_valid_apnea_central_sleep_time,-0.0047035881384598,0.11776194604290516
total_valid_apnea_sleep_time,0.017381715086195952,0.12215746624617779
total_wake_time,0.00298349536878435,0.1600143349851809
total_wake_time_after_sleep_onset,0.0348380825662297,0.15685014882757503
variability_between_sleep_stage_percents,0.17600726537980416,0.17042964277052625
