,"Age, BMI & VAT","Sleep Quality
(average of nights)"
UNMAPPED,-0.038459565993587394,-0.038459565993587394
UNINTEGRATED,-0.038760225073353,-0.038760225073353
1CMET2PWYfolatetransformationsIIIEcoli,-0.03524748304988315,-0.03524748304988315
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,-0.035887728386984744,-0.035887728386984646
ANAEROFRUCATPWYhomolacticfermentation,-0.03332915375649005,-0.03332915375649005
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,-0.04251692367496525,-0.04251692367496525
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,-0.03437227550407445,-0.03437227550407445
ARGININESYN4PWYLornithinebiosynthesisII,-0.035310433574487946,-0.035310433574487904
ARGSYNPWYLargininebiosynthesisIviaLornithine,-0.0399561352793054,-0.0399561352793054
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,-0.03883294916764485,-0.03883294916764485
AROPWYchorismatebiosynthesisI,-0.03535746290737915,-0.03535746290737915
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,-0.035049900834164205,-0.035049900834164205
ASTPWYLargininedegradationIIASTpathway,-0.033294600838298646,-0.033294600838298646
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,-0.032892460805137094,-0.032892460805137094
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,-0.0354480257976187,-0.0354480257976187
CALVINPWYCalvinBensonBasshamcycle,-0.03682075871731265,-0.03682075871731265
CENTFERMPWYpyruvatefermentationtobutanoate,-0.037211416376597445,-0.037211416376597445
CITRULBIOPWYLcitrullinebiosynthesis,-0.032401943820545454,-0.032401943820545454
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,-0.03335006160296185,-0.03335006160296185
COAPWYcoenzymeAbiosynthesisIprokaryotic,-0.03282125774446275,-0.03282125774446275
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,-0.03284198888671735,-0.03284198888671735
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,-0.03348968445413095,-0.03348968445413095
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,-0.03639119378119185,-0.036391193781191794
CRNFORCATPWYcreatininedegradationI,-0.0364348375519809,-0.0364348375519809
DAPLYSINESYNPWYLlysinebiosynthesisI,-0.03485322783920785,-0.0348532278392078
DARABCATK12PWYDarabinosedegradationI,-0.036700889956084004,-0.036700889956084004
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,-0.034519028049300696,-0.0345190280493008
DTDPRHAMSYNPWYdTDPbetaLrhamnosebiosynthesis,-0.03221029195940655,-0.0322102919594066
ECASYNPWYenterobacterialcommonantigenbiosynthesis,-0.03573022441184395,-0.0357302244118439
FAOPWYfattyacidbetaoxidationIgeneric,-0.032349600205518095,-0.032349600205518095
FASYNELONGPWYfattyacidelongationsaturated,-0.0337148769192611,-0.03371487691926115
FERMENTATIONPWYmixedacidfermentation,-0.0319929405783514,-0.0319929405783514
