,"Age, BMI & VAT",Hematopoietic system
AHI,0.001367486171970129,0.0016621401447638282
ahi_4_percent,0.0017458351425446918,0.0020596433982154935
ahi_central,0.003988267609610405,0.004050140372044433
ahi_central_during_nrem,0.005982338609091314,0.006052023073937173
ahi_central_during_rem,0.005555856262464348,0.005554549654501197
ahi_during_left,0.0018966298850919053,0.0021482995991245315
ahi_during_non_supine,0.0013819440576571048,0.0019014418602372055
ahi_during_nrem,0.0013112518770793168,0.0016842139608020403
ahi_during_prone,0.0028744542940448356,0.003791197889248413
ahi_during_rem,0.0010832452364639678,0.0014608782705361647
ahi_during_right,0.0020693803303990345,0.002607164804781907
ahi_during_supine,0.0012195024807023478,0.0013912006308182858
ahi_obstructive,0.0010228901123769743,0.0013688368563138744
ahi_obstructive_during_nrem,0.001249881477726672,0.0014673611203102903
ahi_obstructive_during_rem,0.0011851104901624296,0.0017190721289109762
desaturations_above_20,0.015593816853549736,0.015593816853549727
desaturations_mean_nadir,0.0027970260448023595,0.002818321518230445
desaturations_of_10_20,0.005130712029968793,0.005460756995444472
desaturations_of_4_9,0.0019222109607230065,0.002182390285707526
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0020310870799888615,0.0023326990396008887
number_of_all_respiratory_events,0.0019214100528589962,0.002444298296879262
number_of_apnea_hypopnea_events,0.0016149924436830439,0.0018105006651997892
number_of_central_apnea_hypopnea_events,0.0032959044152340287,0.0037103256789807674
number_of_desaturation_events,0.002178654870296212,0.002442985724502128
number_of_obstructive_apnea_hypopnea_events,0.0011368063881512175,0.001507381963314264
number_of_transitions_nrem_to_rem,0.020090827270657127,0.020090827270657138
number_of_transitions_nrem_to_wake,0.004555504370141531,0.005734854303605791
number_of_transitions_rem_to_nrem,0.016099041509969533,0.01609904150996953
number_of_transitions_rem_to_wake,0.013424218067402585,0.013424218067402585
number_of_transitions_wake_to_nrem,0.004040792273358387,0.005085464579287087
number_of_transitions_wake_to_rem,0.012160853989390742,0.012160853989390742
number_of_wakes,0.00549182989852977,0.006291371718974407
odi,0.0018081487938596812,0.0020604713072333524
odi_during_left,0.0029258596892525837,0.003022966530060589
odi_during_non_supine,0.0024075415137198267,0.002721676141239575
odi_during_nrem,0.0020317456650098256,0.0022033383478901832
odi_during_prone,0.004421463949898814,0.004701493406068056
odi_during_rem,0.0013151888927043756,0.001516357100530037
odi_during_right,0.003131875471355565,0.003222985566326162
odi_during_supine,0.001695132431832631,0.001821715048949396
percent_of_deep_sleep_time,0.002121361628003415,0.0028080938850165446
percent_of_left_sleep,0.007265103449971515,0.01008334143954558
percent_of_light_sleep_time,0.0030795453411074395,0.0033148119792060335
percent_of_non_supine_sleep,0.004073765639409686,0.005210412268800592
percent_of_prone_sleep,0.017528626808677464,0.017528626808677467
percent_of_rem_sleep_time,0.004789396606740677,0.005821785251591623
percent_of_right_sleep,0.006537819384040756,0.007391034747266918
percent_of_sleep_time,0.007279650618505592,0.009108395564085717
percent_of_supine_sleep,0.004073765639409693,0.005210412268800582
percent_of_wake_time,0.00727965061850563,0.009108395564085709
rdi,0.001680700229321098,0.0020500963711413
rdi_during_left,0.002304114129854726,0.002859780430070899
rdi_during_non_supine,0.0016856387094880028,0.0025689501307236866
rdi_during_nrem,0.001779599324129731,0.0021972203349883137
rdi_during_prone,0.003504118604347127,0.005183947952119701
rdi_during_rem,0.0013000793447973842,0.0018036269487219493
rdi_during_right,0.002555636247049233,0.0032288073384654
rdi_during_supine,0.0013665451341490847,0.0016449838345813977
rem_latency,0.006997279337157902,0.008890009634252516
saturation_below_80,0.008713971645490318,0.008766021630989693
saturation_below_85,0.007177725065331988,0.00914231892458693
saturation_below_90,0.006867350967869746,0.0069317657982185445
saturation_below_or_equal_88,0.007886775339214822,0.0074914765852413315
saturation_max_value,0.024499402861769208,0.01365144886888765
saturation_mean,0.001490196984811486,0.0016715760675890604
saturation_min_value,0.0014380657223255575,0.0016441382153831484
sleep_efficiency,0.009416899063038376,0.011112599250363278
sleep_latency,0.013328464990361846,0.016772829953368658
snore_above_40db,0.0041495540831068935,0.004692664773522198
snore_above_45db,0.0020898590695752842,0.0022538519131811703
snore_above_50db,0.0036735662173193267,0.004162456175957297
snore_above_60db,0.006226418918295856,0.006497808217122703
snore_db_mean,0.003498839279919622,0.003518979821752696
time_to_transition_nrem_to_rem,0.010030322023310174,0.011323596049613121
time_to_transition_nrem_to_wake,0.004302289157315089,0.006736709060797786
time_to_transition_rem_to_nrem,0.0031137009204970025,0.004189855468648236
time_to_transition_rem_to_wake,0.013132079309354793,0.01554434430269966
time_to_transition_wake_to_nrem,0.003534007090587845,0.005011104366818305
time_to_transition_wake_to_rem,0.007790026006328401,0.009462045682361914
total_arousal_sleep_time,0.006284913679720729,0.008188420753708453
total_deep_sleep_time,0.0024768408225125035,0.00367068097800572
total_left_sleep_time,0.006168457178595274,0.011600205807497774
total_light_sleep_time,0.003751037110365322,0.004315735969000555
total_non_supine_sleep_time,0.003338864879262516,0.005317918948156227
total_prone_sleep_time,0.017789287086386583,0.015992710542418218
total_rem_sleep_time,0.005604362550574578,0.007178276969435305
total_right_sleep_time,0.005181006696282811,0.006301804293570011
total_sleep_time,0.006326832310019213,0.008399922208242693
total_supine_sleep_time,0.004485388142152258,0.005902181209455359
total_time_in_bed,0.00860067787301395,0.011013629129638982
total_valid_apnea_central_sleep_time,0.010168145752069375,0.01164749531917932
total_valid_apnea_sleep_time,0.004986361770287248,0.00794173351725842
total_wake_time,0.006164654456246708,0.007371293776318905
total_wake_time_after_sleep_onset,0.005752243935418281,0.007871529800397672
variability_between_sleep_stage_percents,0.0030134207636999645,0.003143832059811106
