,"Age, BMI & VAT",Hematopoietic system
saturation_max_value,0.19099882738724167,0.20150165426561945
saturation_mean,0.5823464080295756,0.5903542044635637
rdi_during_non_supine,0.3520809874728394,0.3582570226579266
ahi_during_prone,0.4153155443185037,0.42010585486018115
rdi_during_left,0.30559063604664666,0.3097763081556499
ahi_during_non_supine,0.48423140110529317,0.4883811571534261
rdi_during_prone,0.30783795913909073,0.3117328978398518
ahi_during_right,0.40478336177941,0.40778840993482907
ahi_during_left,0.42796895897932996,0.4303205210464404
ahi_obstructive_during_nrem,0.5207237475582456,0.5229059546844699
ahi_during_rem,0.5954869604816257,0.5976576719376581
ahi_obstructive,0.574625233629027,0.5767150010396661
rdi_during_nrem,0.3861825656419785,0.38825082443907677
rdi_during_right,0.2916445947960441,0.29369467938237903
AHI,0.5733240999013738,0.5750758665039795
rdi,0.45155893468357644,0.4532884498784819
ahi_during_nrem,0.5185341344608259,0.520206090148121
ahi_obstructive_during_rem,0.5868494195207973,0.5885123921841979
number_of_apnea_hypopnea_events,0.5592904119500993,0.560936649117155
rdi_during_rem,0.49200730630430256,0.4934898156442712
number_of_obstructive_apnea_hypopnea_events,0.5634719671337226,0.5649254836593274
time_to_transition_nrem_to_wake,0.12195744303622555,0.12286989735237669
odi_during_left,0.4227764786967211,0.4234611224706777
saturation_below_85,0.1774327289606559,0.17743272896065598
