,"Age, BMI & VAT",Hematopoietic system
AHI,0.0011621664053183963,0.0013070172788575336
ahi_4_percent,0.0014100971664706688,0.0014671198373838207
ahi_central,0.004226139981795494,0.004226797173338985
ahi_central_during_nrem,0.0038048301100881976,0.0038048080803754387
ahi_central_during_rem,0.003734160048181614,0.0037428505139672093
ahi_during_left,0.001939137955286428,0.00233352339032351
ahi_during_non_supine,0.0015623077261225755,0.0020467488589388503
ahi_during_nrem,0.001287261734722953,0.0014142306034270384
ahi_during_prone,0.00244010262371412,0.0029071959990444444
ahi_during_rem,0.0008411687725174124,0.0010668878683878032
ahi_during_right,0.0015031377393779283,0.0018966252006582592
ahi_during_supine,0.0009840776624610206,0.001149436009200558
ahi_obstructive,0.0009802102958783299,0.0011553090953258303
ahi_obstructive_during_nrem,0.0011522878410346802,0.0013706576020003451
ahi_obstructive_during_rem,0.0006785590623601901,0.0010025011511683745
desaturations_above_20,0.013168382442285558,0.013168382442285478
desaturations_mean_nadir,0.0035607213695542624,0.003505530804871616
desaturations_of_10_20,0.004298203819841961,0.004226851622386268
desaturations_of_4_9,0.0012948112642128444,0.0015073986108677846
number_of_4_percent_desaturation_apnea_hypopnea_events,0.001403799907050322,0.0015199552221249798
number_of_all_respiratory_events,0.001554845639050161,0.0019388689895794692
number_of_apnea_hypopnea_events,0.0012640281400989296,0.001370494775514166
number_of_central_apnea_hypopnea_events,0.00271470720279457,0.0030135943814848494
number_of_desaturation_events,0.001355423198250556,0.0015183583449838044
number_of_obstructive_apnea_hypopnea_events,0.0009836637265637626,0.001099131078410777
number_of_transitions_nrem_to_rem,0.014289629132189301,0.01428962913218932
number_of_transitions_nrem_to_wake,0.0037490992895105836,0.0037680570943997797
number_of_transitions_rem_to_nrem,0.011803135810515992,0.011803135810515996
number_of_transitions_rem_to_wake,0.014186475864244874,0.01418647586424487
number_of_transitions_wake_to_nrem,0.003977827484856024,0.004149774417583565
number_of_transitions_wake_to_rem,0.015062671767934955,0.015062671767934955
number_of_wakes,0.0036186617683875975,0.0038177456129627795
odi,0.0013231607905595175,0.001318668762643325
odi_during_left,0.003166082789645953,0.00316532365676597
odi_during_non_supine,0.002760103451561079,0.002782637460898071
odi_during_nrem,0.0022867963659912753,0.0023322406080644414
odi_during_prone,0.003568728074856182,0.003647269593293106
odi_during_rem,0.0014115097053505757,0.001551801587883698
odi_during_right,0.0033468252797038502,0.0034870439064491093
odi_during_supine,0.0013147531124223632,0.001380535881935541
percent_of_deep_sleep_time,0.002571796498624078,0.002694199065239009
percent_of_left_sleep,0.004736743114105059,0.005855858457170674
percent_of_light_sleep_time,0.0026065941441930462,0.0035828544768372766
percent_of_non_supine_sleep,0.004152250942994493,0.005913548366359541
percent_of_prone_sleep,0.012532879973947229,0.012594448880035917
percent_of_rem_sleep_time,0.00373238136261583,0.004869817554377126
percent_of_right_sleep,0.004855689462395055,0.0070588749129668095
percent_of_sleep_time,0.006329756978922964,0.007242865650982957
percent_of_supine_sleep,0.0041522509429944955,0.00591354836635953
percent_of_wake_time,0.0063297569789230726,0.0072428656509830385
rdi,0.001606753861854712,0.0018931557503736559
rdi_during_left,0.0025316526897627193,0.0033090402246434467
rdi_during_non_supine,0.0022643785665381324,0.003149407985967007
rdi_during_nrem,0.001786406544676284,0.002004299734219164
rdi_during_prone,0.002976460514224198,0.003459371246897985
rdi_during_rem,0.0010695873610576153,0.0012847888071701953
rdi_during_right,0.002092540274010151,0.0025685698484846204
rdi_during_supine,0.0013937658452341224,0.001632478896184194
rem_latency,0.012046149606286256,0.012945613892521109
saturation_below_80,0.015426354908237445,0.015426354819489918
saturation_below_85,0.01758533142758154,0.01758533142758155
saturation_below_90,0.004545669782773627,0.00446161526895441
saturation_below_or_equal_88,0.007518079654559449,0.0075180940684532694
saturation_max_value,0.009164470401513813,0.009209297541894538
saturation_mean,0.0010013225949468728,0.0011221117656318494
saturation_min_value,0.0012321100439724299,0.0012811520458380534
sleep_efficiency,0.008078374833678188,0.00861574255955725
sleep_latency,0.01356452611159622,0.013564526111596207
snore_above_40db,0.002784920263280228,0.003488828444870491
snore_above_45db,0.0029578161284517126,0.003162729049204473
snore_above_50db,0.004150108437957838,0.005047772153279637
snore_above_60db,0.014744058203308739,0.01474592210695491
snore_db_mean,0.004138723378851965,0.004134686497724255
time_to_transition_nrem_to_rem,0.00810143837611283,0.010637731388858672
time_to_transition_nrem_to_wake,0.0032863073741511684,0.0048296350295425235
time_to_transition_rem_to_nrem,0.003972819378364658,0.004787061616758859
time_to_transition_rem_to_wake,0.005764570671995927,0.008474017601853227
time_to_transition_wake_to_nrem,0.013866183973675575,0.014608377771463567
time_to_transition_wake_to_rem,0.01675311298455197,0.015416420543222434
total_arousal_sleep_time,0.009314791004180395,0.011182620016951726
total_deep_sleep_time,0.0032381687435012814,0.004837979951510414
total_left_sleep_time,0.0048425629411535,0.0063592877014568006
total_light_sleep_time,0.0033812614768903592,0.004662551472961195
total_non_supine_sleep_time,0.003886519518518988,0.005224606143039623
total_prone_sleep_time,0.01265571199090802,0.012511928711761438
total_rem_sleep_time,0.0055726786383214115,0.006524743676567573
total_right_sleep_time,0.004566496783424282,0.007325737074052785
total_sleep_time,0.009123918191483754,0.011174236473068005
total_supine_sleep_time,0.00485412903872695,0.00637673419106371
total_time_in_bed,0.005696681846148631,0.007488186071457752
total_valid_apnea_central_sleep_time,0.009032976278898567,0.010385385244961617
total_valid_apnea_sleep_time,0.01071736821441458,0.011129046011062538
total_wake_time,0.004775591718408228,0.005378559189677008
total_wake_time_after_sleep_onset,0.005036456506721148,0.006631893810309602
variability_between_sleep_stage_percents,0.0025580966772086613,0.0031058804342349745
