,"Age, BMI & VAT",Hematopoietic system
saturation_max_value,0.044804944314097844,0.1426902033893162
total_wake_time,0.0876272473280841,0.09670264193613565
sleep_latency,0.0034677548917983,0.0115832454688843
saturation_mean,0.47974301640717887,0.4867107744060979
rdi_during_non_supine,0.3290554541937246,0.33489181657070355
total_wake_time_after_sleep_onset,0.0992169066639205,0.10478071865989595
rdi_during_left,0.2905453331577954,0.2953374493745641
ahi_during_non_supine,0.4441850834767599,0.448829271984996
number_of_all_respiratory_events,0.3807059192424911,0.38501283993241214
rdi,0.4211626172216918,0.4250490760404667
rdi_during_rem,0.4322145476830215,0.43601409989522855
ahi_during_left,0.3873563542512064,0.39111363959608314
number_of_obstructive_apnea_hypopnea_events,0.4983059444650375,0.5020397455361437
saturation_below_or_equal_88,0.2848055846534512,0.28802426675036685
rdi_during_nrem,0.38512124698311145,0.3880002569930173
ahi_obstructive_during_rem,0.5137171411960555,0.5164243498637215
number_of_apnea_hypopnea_events,0.49075135577600293,0.4934435718707485
AHI,0.5147280476677507,0.517359453969082
ahi_during_rem,0.5146477647913039,0.5171387258832358
rdi_during_supine,0.44339149785723386,0.44587601899495377
ahi_obstructive,0.5235931065107512,0.5259036669811455
time_to_transition_rem_to_nrem,0.15083736913206344,0.1529417420828273
ahi_during_supine,0.5192573932131197,0.5210336710544492
ahi_obstructive_during_nrem,0.49308968548666754,0.49485088652055986
odi_during_left,0.4140078054794254,0.41554971342140573
ahi_during_nrem,0.48282055771888455,0.48390607238935185
saturation_below_90,0.3061459751585005,0.30641037193238374
odi_during_non_supine,0.4555909263323418,0.4555933251203189
