,Age & BMI,"HRV
(average of nights)"
depressed_hopeless_fortnight,True,True
depressed_longest_period_weeks,True,True
depressed_whole_week,True,True
depressed_whole_week_periods,True,True
family_relationship_satisfaction,True,True
fed-up_often,True,True
feeling_lonley_often,True,True
fidgety_or_restless_fortnight,False,False
financial_situation_satisfaction,True,True
friendships_satisfaction,True,True
happiness_level,True,True
health_satisfaction,False,False
high_irritable_longest_period_duration,True,True
high_irritable_state,True,True
high_irritable_state_caused_problems,True,True
hyper_least_two_days,True,True
irritable_person,True,True
irritablilty_leading_to_argumens,True,True
little_interest_or_pleasure_fortnight,True,True
miserable_no_reason,True,True
mood_swings,True,True
nerves_anxiety_tension_depression_doctor,True,True
nerves_anxiety_tension_depression_psychiatrist,True,True
nervous_person,True,True
risks_taker,True,True
suffer_nerves,True,True
tense_or_highly_strung,True,True
tired_or_little_energy_fortnight,False,True
troubled_by_guilt,True,True
unenjoyment_uninterested_period_duration_weeks,True,True
unenjoyment_uninterested_periods_number,True,True
unenjoyment_uninterested_whole_week,True,True
work_satisfaction,False,True
worrier,True,True
worry_long_after_embarrassment,True,True
rds_score,False,False
