,"Age, BMI & VAT",Bone Density
AHI,0.4889996806636131,0.43496350310745796
ahi_4_percent,0.47906114690343954,0.4106766982000635
ahi_central,0.17167259617981895,0.0907858291378495
ahi_central_during_nrem,0.13958219113962167,0.07873291703243684
ahi_central_during_rem,0.1636831280438829,0.08064062588379375
ahi_during_left,0.35560216864543137,0.3090166743993693
ahi_during_non_supine,0.4217115609651737,0.3863899975893747
ahi_during_nrem,0.4497321207212694,0.4018498824923368
ahi_during_prone,0.3469208445484489,0.2598863565241252
ahi_during_rem,0.4888624986151805,0.4346879131009105
ahi_during_right,0.3385450751000231,0.29332059528271764
ahi_during_supine,0.4893783855550228,0.4447367722072698
ahi_obstructive,0.4975845751245262,0.451572958092779
ahi_obstructive_during_nrem,0.46010378392453155,0.4136057325067788
ahi_obstructive_during_rem,0.48843069983547965,0.44368172772645176
desaturations_above_20,0.127349087540643,0.049734064637858746
desaturations_mean_nadir,0.3289913242579059,0.25043763100901323
desaturations_of_10_20,0.25976106754420103,0.17373090239079245
desaturations_of_4_9,0.4747806560528426,0.407540584776918
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4595403840105874,0.39289894135603487
number_of_all_respiratory_events,0.35691447609453353,0.30664227495285895
number_of_apnea_hypopnea_events,0.4635621938960526,0.41043021854097084
number_of_central_apnea_hypopnea_events,0.17905601507141894,0.10373128854816696
number_of_desaturation_events,0.46474766045407223,0.3965840017463626
number_of_obstructive_apnea_hypopnea_events,0.4714533211063801,0.42131620401943964
number_of_transitions_nrem_to_rem,0.0194563796304994,0.0019383617977126503
number_of_transitions_nrem_to_wake,0.10759701430973365,0.06070448548693155
number_of_transitions_rem_to_nrem,0.03401053923797365,0.0379642311135745
number_of_transitions_rem_to_wake,0.0059358981473901,0.02081073977965225
number_of_transitions_wake_to_nrem,0.11737625631818036,0.06969171293045695
number_of_transitions_wake_to_rem,0.05633635401646665,0.03078680876219155
number_of_wakes,0.10039116643796955,0.06187552919515575
odi,0.48327829916709214,0.4086345170591909
odi_during_left,0.4129186843880135,0.35995335288162666
odi_during_non_supine,0.45549732323532177,0.40620528923635213
odi_during_nrem,0.4301119824716847,0.3556370374203805
odi_during_prone,0.3737260087026385,0.3312187610708134
odi_during_rem,0.5000364991063935,0.431485502947649
odi_during_right,0.38398005760744147,0.32397835447680307
odi_during_supine,0.47334354243199317,0.3984823234671653
percent_of_deep_sleep_time,0.18091611905294003,0.143626486805907
percent_of_left_sleep,0.03828957477654185,0.0599500530908612
percent_of_light_sleep_time,0.15421523230646522,0.1007931218624395
percent_of_non_supine_sleep,0.09632936515617024,0.06012768274223615
percent_of_prone_sleep,0.01624384061607715,0.0328786387051758
percent_of_rem_sleep_time,0.09739843745688515,0.04747552896496145
percent_of_right_sleep,0.08306660315066075,0.03577129400504115
percent_of_sleep_time,0.0619761224105001,0.03603722612304775
percent_of_supine_sleep,0.09632936548211066,0.06012768152813105
percent_of_wake_time,0.06188079313793195,0.036037227362592406
rdi,0.39798438331883157,0.34746833889627016
rdi_during_left,0.2513659211212747,0.206322152692401
rdi_during_non_supine,0.31038710632179495,0.27989188110801017
rdi_during_nrem,0.3533365530125234,0.3067643966629817
rdi_during_prone,0.215856117074763,0.15193052202069007
rdi_during_rem,0.40756150819399906,0.3468566482114108
rdi_during_right,0.229660707950128,0.21676282755500045
rdi_during_supine,0.4120222123035403,0.3567636200759028
rem_latency,0.06585050396191565,0.0504728724651408
saturation_below_80,0.1407903930958504,0.0596522918168102
saturation_below_85,0.20999423113988555,0.11545906729633375
saturation_below_90,0.34502131249091367,0.26802062120595094
saturation_below_or_equal_88,0.3232920436644841,0.2448745980478147
saturation_max_value,0.0852022670766488,0.10726433153151205
saturation_mean,0.4518267869365098,0.41746462423568
saturation_min_value,0.3676029556440722,0.2663810750807687
sleep_efficiency,0.043010933827383704,0.037535462334456454
sleep_latency,0.04080556246485745,0.00779841276068935
snore_above_40db,0.1101603620983955,0.0977996134342606
snore_above_45db,0.30898037992759686,0.28188131064029653
snore_above_50db,0.23396663515781452,0.2134231620154347
snore_above_60db,0.1357920189719618,0.08786426497879245
snore_db_mean,0.2711057686391588,0.2374955452898284
time_to_transition_nrem_to_rem,0.01438307618562805,0.039160502706654304
time_to_transition_nrem_to_wake,0.0486656125528082,0.00331306432548735
time_to_transition_rem_to_nrem,0.08759473628775144,0.046995642621887504
time_to_transition_rem_to_wake,0.05259254114927465,-0.02158658555121665
time_to_transition_wake_to_nrem,0.1487313370580191,0.0842316541612686
time_to_transition_wake_to_rem,0.0455357880935673,0.0950641895967064
total_arousal_sleep_time,-0.03548165580425735,0.036956648408032755
total_deep_sleep_time,0.14459812830848007,0.12908955780454706
total_left_sleep_time,0.05003448865280985,0.058065382942454405
total_light_sleep_time,0.08451576090101229,0.06182975600610255
total_non_supine_sleep_time,0.09439762472676515,0.07526334490158645
total_prone_sleep_time,0.0111768969775142,0.03369610071533835
total_rem_sleep_time,0.04614905072362115,0.05113326225371015
total_right_sleep_time,0.08881088040602575,0.05565662222223795
total_sleep_time,-0.03571102624850865,0.04755418871160495
total_supine_sleep_time,0.08119076294585575,0.034595679079052546
total_time_in_bed,-0.02687241975200435,0.03128463269888955
total_valid_apnea_central_sleep_time,-0.01204007907888665,0.011206343302741499
total_valid_apnea_sleep_time,-0.0178430704225244,0.014508850497878301
total_wake_time,0.04847766727581635,0.047784173650150905
total_wake_time_after_sleep_onset,0.07416496980372694,0.035979839169513195
variability_between_sleep_stage_percents,0.16065495172001726,0.10067492904841849
