,depressed_hopeless_fortnight,depressed_longest_period_weeks,depressed_whole_week,depressed_whole_week_periods,family_relationship_satisfaction,fedup_often,feeling_lonley_often,fidgety_or_restless_fortnight,financial_situation_satisfaction,friendships_satisfaction,happiness_level,health_satisfaction,high_irritable_longest_period_duration,high_irritable_state,high_irritable_state_caused_problems,hyper_least_two_days,irritable_person,irritablilty_leading_to_argumens,little_interest_or_pleasure_fortnight,miserable_no_reason,mood_swings,nerves_anxiety_tension_depression_doctor,nerves_anxiety_tension_depression_psychiatrist,nervous_person,risks_taker,suffer_nerves,tense_or_highly_strung,tired_or_little_energy_fortnight,troubled_by_guilt,unenjoyment_uninterested_period_duration_weeks,unenjoyment_uninterested_periods_number,unenjoyment_uninterested_whole_week,work_satisfaction,worrier,worry_long_after_embarrassment,rds_score
0,0.05416183978203668,0.0017068516059802925,0.034932434839475196,0.039961303664174226,0.018108394406329862,-0.02023708220423446,0.06577212336019278,0.1161914975289613,0.01966265571964788,-0.03004971528496251,0.02330173873779867,0.22802957787135472,-0.03356155136948567,0.036772588435382225,0.08694530349750978,0.02019729978415099,0.034161220110962766,0.011279289168194052,0.0707411715552399,0.08646224031103597,0.016395503493256754,0.022243856495153348,0.012934038447320722,-0.005993034869558399,-0.024068438566378296,0.04640603717664089,0.03655688481273842,0.13868459310267064,0.019131559192568887,-0.17684690006600437,-0.09404521139194257,0.028693446678522114,0.08608493243217058,-0.044491563719338836,0.05468832812480895,0.11215078203915402
1,0.049339355433942494,0.019097856561595496,0.019402425043917034,0.03180251144759957,-0.027424640850693432,0.02649638758519384,0.06759170925504576,0.11565239348946964,0.04868422469310942,-0.028763266208310382,-0.006880868266566456,0.22941842512768748,-0.019567276398668437,0.04123017663162597,0.10510091896025062,0.023803287200149348,0.02974286975530483,-0.006447998493895131,0.05224194658733048,0.0751591994380316,0.03211082845483574,0.017485623539045002,0.016320256280569257,-0.02244006455248893,-0.027123043984989,0.06684200007552217,0.026468408592420188,0.126691916483331,0.02648430618191619,-0.09502698774701479,-0.181533287545948,0.008284060926877817,0.09767122770577082,-0.044955620383019514,0.046556539857342594,0.14169470241007473
2,0.06207859161328096,0.05333431440524005,0.02619955989323784,0.011217747868586692,0.015233447677410934,0.009398690504717838,0.052349963338017926,0.10444641623899598,0.03786855271456588,-0.016988130174332924,0.015901876563625725,0.2190952217219423,-0.06908135213574557,0.032467559824588266,0.02808238648143714,0.0337390140168523,0.047851785125153076,-0.004552216536916125,0.06491312003653382,0.061944267301766276,0.046586466593677434,0.015279571443350008,-0.0015297364417804734,-0.00185369024131659,-0.025495214244600044,0.058922088422163704,0.0315172617450064,0.13887824772773605,-0.0054620102583208055,-0.10186690376057052,-0.10752955393302195,0.015405307756038943,0.0744423335079039,-0.02343787802418742,0.05966379557832262,0.14156661036468168
3,0.044575547117033286,0.006006649556907804,0.024416654268614644,-0.0020515099059600873,0.021719369617331234,0.020782037687072215,0.059339185177842244,0.10065255008770688,0.04353396247363629,-0.016303874088517935,-0.034666198189897086,0.22619288355470932,-0.08688663115271658,0.09206092247945982,0.03737089928393073,0.03218966500079716,0.04654589765054273,0.016815936721910986,0.061752989891820584,0.09130837447161948,0.024532330377927226,0.028486551000898,0.03921487459849031,-0.014789157736456837,-0.04066841449216183,0.06511063697445715,0.04892280559356652,0.1304840699521025,-0.01087271959023093,-0.1227504826383042,-0.11112927016101659,0.03007842322641409,0.11679376326476228,-0.027034344931577536,0.07397392602257401,0.12508218566284215
4,0.049979308049109064,0.06090008653721588,0.021390851280557083,0.05217426272999132,-0.0045127467142436544,0.026167667867816193,0.06129942533653764,0.10115722719197007,0.05363521858868723,-0.008259797063677233,0.017568561306209138,0.24005783048946822,-0.12708290417742132,0.016191010123242592,0.038219548323187025,0.04997041727082527,0.052980037997588804,0.0035618192164730655,0.07926804213133859,0.05381527724808896,0.029921451435403357,0.00900425232506524,0.024945717487934813,-0.022655797827796705,-0.06011268671397624,0.0819204914504441,0.02608865595272488,0.1333167384222574,-6.342800557699089e-05,-0.13261059565355504,-0.10533948915364139,0.024143373182327663,0.10270352084308432,-0.061897350261405464,0.034362670952059166,0.12744266409126365
5,0.05192696118617991,0.030712377286841314,0.006095834161406972,0.014247339548399905,-0.014622135320065748,-0.02592289363495431,0.051802448661993704,0.10588894691000875,0.05934420611360164,-0.028400271353006698,-0.013569627026115527,0.22898610673596087,-0.06609715215883488,0.04557614791047265,0.019254959508966718,0.036826359606720226,0.04933802952526814,0.0046180588651405455,0.0805662928846244,0.08511702593517993,0.017585293519301246,-0.0030866325077202883,0.012378717459700596,-0.0031440392696963798,-0.052874671761907154,0.05212244228739073,0.05107460754880059,0.12030751367128985,0.022707082800572077,-0.1088338994455083,-0.07235594686075529,-0.004780346859936539,0.09219114996257285,-0.004936828039080383,0.06170356286518812,0.1187310835867413
6,0.04159690905444718,-1.4698691283149825e-06,0.01920782960890165,-0.015700105909400613,0.006973353709822858,0.02951937742471723,0.06561223842497266,0.10910699660507656,0.05855398803136742,0.00039825639237886843,-0.0038814524503968622,0.21992136671819412,-0.06363777853750564,0.02784957471401989,0.0629883951833904,0.021335387698660245,0.022394301174542205,0.000612293638828962,0.08320050607748654,0.08265388900197816,0.024421829413360765,0.009339713565500531,0.0040494359140801,-0.004112445667080258,-0.056306262372993174,0.07885011588245286,0.039729692949894424,0.13662071081138474,0.028948636399284564,-0.11628986566215194,-0.09894326183877412,-0.004300176962363927,0.09986220962614412,-0.05446822393813613,0.04843404972952765,0.15037399984205993
7,0.046937947730197827,0.021751010635396546,0.013169272424401255,0.05620050640028812,0.015082779748105658,0.01850670800211466,0.07325998215372864,0.1045780574989213,0.033470740767867165,-0.018953373931859113,-0.048279103670980254,0.2243251191697792,-0.1546595126290342,0.04352314206096447,0.014467133665828748,0.04969724513436716,0.04922563564047787,-0.010591249641792115,0.035408824809277456,0.08565169218912647,0.03371667253835409,0.029535716880107702,0.02072693311484178,0.0038178339569811615,-0.05272670820773309,0.06244626881571185,0.03192791727900288,0.12500140342426305,0.0383170089765732,-0.0880744531064874,-0.12001634857737424,0.0026346343454276178,0.09615207185604979,-0.05789233819139336,0.045765606420314096,0.1453176583232204
8,0.06999688535628117,0.041076775612616336,0.014678701531399467,0.05081149352011392,0.013228125138121653,0.006966081687700331,0.056847740436918,0.1110311959776021,0.046218440257760646,-0.004934400564510675,-0.009640109567053183,0.24587068486700878,-0.08159038136689958,0.05462799043326938,0.09666225811022994,0.03860767275254601,0.05677124297462196,0.00458107025319659,0.05812883087656366,0.08759118879327595,0.019560418833736156,0.007726554142584638,-0.012871777939367963,-0.012465580735745047,-0.03214223402803165,0.06869358981896892,0.032719857828507774,0.14552066171060052,0.012204583525055348,-0.05877016637214994,-0.11278014899402755,0.02158007641597768,0.11083271365640962,-0.015061091034451458,0.06716719894482472,0.13757446163023987
9,0.05881898818995953,0.02137560940742857,0.0022749850479074057,0.009096088246939527,0.0023892369262344506,0.02417010422376864,0.05054059864401763,0.1037494250957006,0.04049780033876479,-0.024516702232062884,-0.004203282176463213,0.22682450651611966,-0.1349889342506922,0.07249629903391056,0.10326057632357802,0.03561758359372108,0.06297738159305542,-0.005699028498503949,0.04699485687255585,0.07619606678568189,0.035704621287012434,0.012725589149455587,-0.00023772953958200294,-0.027032712945236324,-0.011260372703405592,0.07886257374542673,0.047353686563368934,0.12753409249363648,0.025462066840617657,-0.07079583757886772,-0.11714725182149141,0.016131903531689716,0.10318384060889703,-0.04867238232333313,0.05340695758503682,0.1352329667666919
