,"Age, BMI & VAT",Medications
AHI,0.5524010944059283,0.5524010944059283
ahi_4_percent,0.5115848351161192,0.5115848351161192
ahi_central,0.24643884936914062,0.2464388493691405
ahi_central_during_nrem,0.2349170612030846,0.2349170612030845
ahi_central_during_rem,0.21071239247867635,0.21071239247867635
ahi_during_left,0.404378607979818,0.4043786079798179
ahi_during_non_supine,0.46127911951348843,0.46127911951348843
ahi_during_nrem,0.48739738678225925,0.48739738678225925
ahi_during_prone,0.3877594846108765,0.3877594846108765
ahi_during_rem,0.5808479885876145,0.5808479885876145
ahi_during_right,0.3757436593664829,0.3757436593664829
ahi_during_supine,0.5449047755646843,0.5449047755646843
ahi_obstructive,0.5526884465855436,0.5526884465855437
ahi_obstructive_during_nrem,0.49138041433346,0.49138041433345975
ahi_obstructive_during_rem,0.572491707216398,0.5724917072163982
desaturations_above_20,0.02004185530619955,0.020041855306199452
desaturations_mean_nadir,0.1959389917465055,0.1959389917465055
desaturations_of_10_20,0.13592371637415224,0.1359237163741523
desaturations_of_4_9,0.5189260213916369,0.5189260213916368
number_of_4_percent_desaturation_apnea_hypopnea_events,0.49625466045497346,0.49625466045497346
number_of_all_respiratory_events,0.39118592148052456,0.3911859214805248
number_of_apnea_hypopnea_events,0.529549357026184,0.5295493570261842
number_of_central_apnea_hypopnea_events,0.24106771874098898,0.24106771874098898
number_of_desaturation_events,0.5033512668405308,0.5033512668405308
number_of_obstructive_apnea_hypopnea_events,0.5338206303362094,0.5338206303362094
number_of_transitions_nrem_to_rem,0.03361729177976605,0.03361729177976605
number_of_transitions_nrem_to_wake,0.17715963018225928,0.17715963018225928
number_of_transitions_rem_to_nrem,0.00774575611190815,0.00774575611190815
number_of_transitions_rem_to_wake,0.0251976361062776,0.0251976361062776
number_of_transitions_wake_to_nrem,0.15963380273461245,0.15963380273461242
number_of_transitions_wake_to_rem,0.01745948540561555,0.01745948540561555
number_of_wakes,0.14125854729361564,0.1412585472936157
odi,0.5146219875158196,0.5146219875158196
odi_during_left,0.4017747330638714,0.4017747330638714
odi_during_non_supine,0.44888522842134215,0.44888522842134215
odi_during_nrem,0.42128036106551164,0.4212803610655118
odi_during_prone,0.3185335830920907,0.3185335830920907
odi_during_rem,0.5629461857208562,0.5629461857208562
odi_during_right,0.36774487142430157,0.3677448714243018
odi_during_supine,0.48470225942184353,0.4847022594218438
percent_of_deep_sleep_time,0.18600334535001883,0.18600334535001883
percent_of_left_sleep,0.08076521487792984,0.08076521487792984
percent_of_light_sleep_time,0.1370769440040251,0.1370769440040251
percent_of_non_supine_sleep,0.09259728029404479,0.09259728029404479
percent_of_prone_sleep,-0.017318011475657098,-0.017318011475657098
percent_of_rem_sleep_time,0.0696255729870272,0.0696255729870272
percent_of_right_sleep,0.07283995367996925,0.07283995367996925
percent_of_sleep_time,0.06278216101419795,0.06278216101419795
percent_of_supine_sleep,0.09259727984677554,0.09259727984677554
percent_of_wake_time,0.06278215409140075,0.06278215409140075
rdi,0.4246461922380931,0.4246461922380931
rdi_during_left,0.2777164003055298,0.2777164003055298
rdi_during_non_supine,0.326918611471654,0.326918611471654
rdi_during_nrem,0.3495613629289923,0.3495613629289923
rdi_during_prone,0.27491336311439435,0.27491336311439435
rdi_during_rem,0.47478352990160594,0.47478352990160594
rdi_during_right,0.24708947268090575,0.24708947268090575
rdi_during_supine,0.42629807300597367,0.42629807300597367
rem_latency,0.027309330816433,0.027309330816433
saturation_below_80,0.062270210809687754,0.062270210809687754
saturation_below_85,0.0882009795749462,0.0882009795749462
saturation_below_90,0.26198202627854494,0.26198202627854494
saturation_below_or_equal_88,0.21964241220359704,0.2196424122035971
saturation_max_value,0.1833290722059483,0.18332907220594868
saturation_mean,0.5672338163037858,0.567233816303786
saturation_min_value,0.39131581539422394,0.391315815394224
sleep_efficiency,0.048000177825405096,0.04800017782540505
sleep_latency,0.0247042060425162,0.0247042060425162
snore_above_40db,0.20629199429265405,0.20629199429265405
snore_above_45db,0.4024588996279096,0.4024588996279096
snore_above_50db,0.3148333667736055,0.3148333667736055
snore_above_60db,0.1232629953229206,0.1232629953229206
snore_db_mean,0.3710107756566228,0.3710107756566228
time_to_transition_nrem_to_rem,0.02345530468248775,0.0234553046824878
time_to_transition_nrem_to_wake,0.0846295333949758,0.0846295333949758
time_to_transition_rem_to_nrem,0.08503118554059741,0.08503118554059741
time_to_transition_rem_to_wake,0.036037771963962295,0.036037771963962295
time_to_transition_wake_to_nrem,0.0171451665244454,0.0171451665244454
time_to_transition_wake_to_rem,-0.00414884490309435,-0.00414884490309435
total_arousal_sleep_time,0.048355338081810154,0.048355338081810195
total_deep_sleep_time,0.11840385924270165,0.11840385924270155
total_left_sleep_time,0.07714353880409434,0.07714353880409434
total_light_sleep_time,0.1384267741323285,0.13842677413232857
total_non_supine_sleep_time,0.09862742602491001,0.09862742602491001
total_prone_sleep_time,0.006316152470617601,0.006316152470617601
total_rem_sleep_time,0.021999748020085,0.021999748020085
total_right_sleep_time,0.0723302132937216,0.0723302132937216
total_sleep_time,0.04858955750514745,0.04858955750514745
total_supine_sleep_time,0.0887643184579502,0.0887643184579502
total_time_in_bed,0.0582346950592637,0.0582346950592637
total_valid_apnea_central_sleep_time,0.0549655194834748,0.0549655194834748
total_valid_apnea_sleep_time,0.06347155431802909,0.06347155431802909
total_wake_time,0.06921454847902025,0.06921454847902025
total_wake_time_after_sleep_onset,0.06910911488187305,0.06910911488187305
variability_between_sleep_stage_percents,0.1421789554471165,0.14217895544711645
