,"Age, BMI & VAT",Medications
AHI,0.4889996806636131,0.4889996806636133
odi_during_rem,0.5000364991063935,0.5000364991063937
odi_during_prone,0.3737260087026385,0.3737260087026387
snore_db_mean,0.2711057686391588,0.27110576863915903
odi_during_supine,0.47334354243199306,0.47334354243199317
desaturations_above_20,0.1273490875406431,0.1273490875406432
number_of_wakes,0.1003911664379695,0.10039116643796955
snore_above_60db,0.1357920189719618,0.13579201897196186
number_of_central_apnea_hypopnea_events,0.17905601507141888,0.17905601507141894
rdi_during_non_supine,0.31038710632179495,0.31038710632179495
rdi_during_nrem,0.3533365530125234,0.3533365530125234
rdi_during_prone,0.215856117074763,0.215856117074763
saturation_below_80,0.1407903930958504,0.1407903930958504
saturation_below_85,0.20999423113988558,0.20999423113988558
saturation_mean,0.45182678693650996,0.45182678693650996
sleep_efficiency,0.04301093382738375,0.04301093382738375
rdi,0.39798438331883146,0.39798438331883146
time_to_transition_nrem_to_rem,0.01438307618562805,0.01438307618562805
time_to_transition_nrem_to_wake,0.0486656125528082,0.0486656125528082
time_to_transition_rem_to_wake,0.05259254114927465,0.05259254114927465
total_light_sleep_time,0.08451576090101234,0.08451576090101234
total_right_sleep_time,0.08881088040602575,0.08881088040602575
total_supine_sleep_time,0.08119076294585575,0.08119076294585575
total_wake_time,0.04847766727581635,0.04847766727581635
total_wake_time_after_sleep_onset,0.07416496980372694,0.07416496980372694
rdi_during_left,0.2513659211212746,0.2513659211212746
percent_of_right_sleep,0.08306660315066075,0.08306660315066075
percent_of_supine_sleep,0.0963293654821107,0.0963293654821107
desaturations_of_10_20,0.2597610675442009,0.2597610675442009
ahi_central_during_rem,0.1636831280438829,0.1636831280438829
ahi_during_left,0.35560216864543137,0.35560216864543137
ahi_during_non_supine,0.4217115609651735,0.4217115609651735
ahi_during_nrem,0.4497321207212694,0.4497321207212694
ahi_during_prone,0.3469208445484489,0.3469208445484489
ahi_during_rem,0.4888624986151805,0.4888624986151805
ahi_during_right,0.3385450751000231,0.3385450751000231
desaturations_of_4_9,0.4747806560528426,0.4747806560528426
percent_of_sleep_time,0.0619761224105001,0.0619761224105001
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4595403840105874,0.4595403840105874
number_of_all_respiratory_events,0.35691447609453353,0.35691447609453353
odi_during_left,0.4129186843880135,0.4129186843880135
odi_during_non_supine,0.45549732323532177,0.45549732323532177
odi_during_nrem,0.43011198247168453,0.43011198247168453
percent_of_deep_sleep_time,0.18091611905294003,0.18091611905294003
ahi_4_percent,0.47906114690343965,0.47906114690343965
variability_between_sleep_stage_percents,0.16065495172001726,0.16065495172001726
