,"Age, BMI & VAT",Medications
AHI,0.4889996806636131,0.4889996806636133
ahi_4_percent,0.47906114690343965,0.47906114690343965
ahi_central,0.17167259617981895,0.1716725961798189
ahi_central_during_nrem,0.13958219113962167,0.13958219113962167
ahi_central_during_rem,0.1636831280438829,0.1636831280438829
ahi_during_left,0.35560216864543137,0.35560216864543137
ahi_during_non_supine,0.4217115609651735,0.4217115609651735
ahi_during_nrem,0.4497321207212694,0.4497321207212694
ahi_during_prone,0.3469208445484489,0.3469208445484489
ahi_during_rem,0.4888624986151805,0.4888624986151805
ahi_during_right,0.3385450751000231,0.3385450751000231
ahi_during_supine,0.48937838555502267,0.4893783855550228
ahi_obstructive,0.49758457512452614,0.4975845751245262
ahi_obstructive_during_nrem,0.46010378392453166,0.46010378392453155
ahi_obstructive_during_rem,0.4884306998354798,0.48843069983547965
desaturations_above_20,0.1273490875406431,0.1273490875406432
desaturations_mean_nadir,0.32899132425790595,0.3289913242579059
desaturations_of_10_20,0.2597610675442009,0.2597610675442009
desaturations_of_4_9,0.4747806560528426,0.4747806560528426
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4595403840105874,0.4595403840105874
number_of_all_respiratory_events,0.35691447609453353,0.35691447609453353
number_of_apnea_hypopnea_events,0.4635621938960523,0.4635621938960526
number_of_central_apnea_hypopnea_events,0.17905601507141888,0.17905601507141894
number_of_desaturation_events,0.4647476604540721,0.46474766045407223
number_of_obstructive_apnea_hypopnea_events,0.47145332110638005,0.4714533211063801
number_of_transitions_nrem_to_rem,0.0194563796304994,0.0194563796304994
number_of_transitions_nrem_to_wake,0.10759701430973365,0.10759701430973365
number_of_transitions_rem_to_nrem,0.03401053923797365,0.03401053923797365
number_of_transitions_rem_to_wake,0.0059358981473901,0.0059358981473901
number_of_transitions_wake_to_nrem,0.11737625631818036,0.11737625631818036
number_of_transitions_wake_to_rem,0.05633635401646665,0.0563363540164666
number_of_wakes,0.1003911664379695,0.10039116643796955
odi,0.4832782991670921,0.48327829916709214
odi_during_left,0.4129186843880135,0.4129186843880135
odi_during_non_supine,0.45549732323532177,0.45549732323532177
odi_during_nrem,0.43011198247168453,0.43011198247168453
odi_during_prone,0.3737260087026385,0.3737260087026387
odi_during_rem,0.5000364991063935,0.5000364991063937
odi_during_right,0.3839800576074417,0.38398005760744147
odi_during_supine,0.47334354243199306,0.47334354243199317
percent_of_deep_sleep_time,0.18091611905294003,0.18091611905294003
percent_of_left_sleep,0.0382895747765418,0.03828957477654185
percent_of_light_sleep_time,0.15421523230646525,0.15421523230646522
percent_of_non_supine_sleep,0.09632936515617024,0.0963293651561703
percent_of_prone_sleep,0.01624384061607715,0.01624384061607715
percent_of_rem_sleep_time,0.09739843745688515,0.09739843745688509
percent_of_right_sleep,0.08306660315066075,0.08306660315066075
percent_of_sleep_time,0.0619761224105001,0.0619761224105001
percent_of_supine_sleep,0.0963293654821107,0.0963293654821107
percent_of_wake_time,0.06188079313793195,0.06188079313793195
rdi,0.39798438331883146,0.39798438331883146
rdi_during_left,0.2513659211212746,0.2513659211212746
rdi_during_non_supine,0.31038710632179495,0.31038710632179495
rdi_during_nrem,0.3533365530125234,0.3533365530125234
rdi_during_prone,0.215856117074763,0.215856117074763
rdi_during_rem,0.40756150819399894,0.40756150819399906
rdi_during_right,0.22966070795012794,0.229660707950128
rdi_during_supine,0.41202221230354036,0.4120222123035403
rem_latency,0.06585050396191565,0.06585050396191565
saturation_below_80,0.1407903930958504,0.1407903930958504
saturation_below_85,0.20999423113988558,0.20999423113988558
saturation_below_90,0.34502131249091367,0.34502131249091356
saturation_below_or_equal_88,0.3232920436644841,0.323292043664484
saturation_max_value,0.08520226707664895,0.0852022670766488
saturation_mean,0.45182678693650996,0.45182678693650996
saturation_min_value,0.3676029556440722,0.3676029556440723
sleep_efficiency,0.04301093382738375,0.04301093382738375
sleep_latency,0.04080556246485745,0.04080556246485745
snore_above_40db,0.1101603620983955,0.1101603620983955
snore_above_45db,0.30898037992759686,0.30898037992759686
snore_above_50db,0.23396663515781452,0.23396663515781446
snore_above_60db,0.1357920189719618,0.13579201897196186
snore_db_mean,0.2711057686391588,0.27110576863915903
time_to_transition_nrem_to_rem,0.01438307618562805,0.01438307618562805
time_to_transition_nrem_to_wake,0.0486656125528082,0.0486656125528082
time_to_transition_rem_to_nrem,0.08759473628775144,0.08759473628775144
time_to_transition_rem_to_wake,0.05259254114927465,0.05259254114927465
time_to_transition_wake_to_nrem,0.14873133705801905,0.1487313370580191
time_to_transition_wake_to_rem,0.0455357880935673,0.0455357880935673
total_arousal_sleep_time,-0.03548165580425735,-0.03548165580425735
total_deep_sleep_time,0.14459812830848,0.14459812830848007
total_left_sleep_time,0.05003448865280985,0.05003448865280985
total_light_sleep_time,0.08451576090101234,0.08451576090101234
total_non_supine_sleep_time,0.09439762472676519,0.09439762472676519
total_prone_sleep_time,0.0111768969775142,0.0111768969775142
total_rem_sleep_time,0.04614905072362115,0.04614905072362115
total_right_sleep_time,0.08881088040602575,0.08881088040602575
total_sleep_time,-0.0357110262485086,-0.0357110262485086
total_supine_sleep_time,0.08119076294585575,0.08119076294585575
total_time_in_bed,-0.02687241975200435,-0.02687241975200435
total_valid_apnea_central_sleep_time,-0.0120400790788866,-0.01204007907888665
total_valid_apnea_sleep_time,-0.01784307042252445,-0.01784307042252445
total_wake_time,0.04847766727581635,0.04847766727581635
total_wake_time_after_sleep_onset,0.07416496980372694,0.07416496980372694
variability_between_sleep_stage_percents,0.16065495172001726,0.16065495172001726
