,"Age, BMI & VAT",Mental health
AHI,0.0017413455308570465,0.002359811952130474
ahi_4_percent,0.002405202156372631,0.002626896526354456
ahi_central,0.005075208584462363,0.005051125251989064
ahi_central_during_nrem,0.0059139188093909195,0.006006415260103568
ahi_central_during_rem,0.007297606144422656,0.007417772650214135
ahi_during_left,0.0028200181302832764,0.003525490895576695
ahi_during_non_supine,0.002379517752814079,0.0034168322677804513
ahi_during_nrem,0.0016304275353569574,0.0026524352746660276
ahi_during_prone,0.003790801372393245,0.006410422963081482
ahi_during_rem,0.0011469767329827223,0.0024289813031168417
ahi_during_right,0.0026415180027248306,0.004251496549764599
ahi_during_supine,0.00164186868782093,0.003009717822890416
ahi_obstructive,0.0013987118421588686,0.00256825583837627
ahi_obstructive_during_nrem,0.001681466917850191,0.002970410143107778
ahi_obstructive_during_rem,0.0013369386367892762,0.0026430726897803737
desaturations_mean_nadir,0.0034035751094058275,0.0034231827956023027
desaturations_of_10_20,0.012574826583754256,0.012574826604131274
desaturations_of_4_9,0.002651158661085922,0.0026553929894467224
number_of_4_percent_desaturation_apnea_hypopnea_events,0.002976874225452154,0.003164331666045894
number_of_all_respiratory_events,0.0026442363110067623,0.004251035465266898
number_of_apnea_hypopnea_events,0.0023402428469268153,0.003073453145809091
number_of_central_apnea_hypopnea_events,0.003996855907884153,0.00598951961683428
number_of_desaturation_events,0.0032869193050364853,0.003399349361515591
number_of_obstructive_apnea_hypopnea_events,0.0015485473332324464,0.0022357657823106497
number_of_transitions_nrem_to_rem,0.018012260982108785,0.017719001604147095
number_of_transitions_nrem_to_wake,0.005552142576053048,0.006784435203916146
number_of_transitions_rem_to_nrem,0.01998260045076945,0.020120496712163122
number_of_transitions_rem_to_wake,0.014807091699403118,0.014807091699403127
number_of_transitions_wake_to_nrem,0.004391234607066862,0.005349353734339092
number_of_transitions_wake_to_rem,0.015551621738175005,0.015551621738174991
number_of_wakes,0.005439569174010825,0.00631879596372971
odi,0.002669891328830872,0.002839813531081539
odi_during_left,0.005353544339760221,0.005321458775035228
odi_during_non_supine,0.004210983978693863,0.0043508330780763944
odi_during_nrem,0.002567834922955534,0.003088735780929614
odi_during_prone,0.005622969198036858,0.00740209120808642
odi_during_rem,0.0015553077469611088,0.0022088135705885994
odi_during_right,0.004408843946078912,0.0048650248040713485
odi_during_supine,0.0021212155701353054,0.0032173404327529203
percent_of_deep_sleep_time,0.0029031686231472437,0.004727942186677127
percent_of_left_sleep,0.0075021195594977275,0.01741523691746018
percent_of_light_sleep_time,0.004062792061484869,0.007275026807927579
percent_of_non_supine_sleep,0.004925270761452193,0.01204375203269227
percent_of_prone_sleep,0.011441848645412886,0.011441848645412886
percent_of_rem_sleep_time,0.005167332942411011,0.01033062396244209
percent_of_right_sleep,0.005119259251848312,0.010272039609768843
percent_of_sleep_time,0.00820620823411174,0.009961910551889549
percent_of_supine_sleep,0.004925270761452193,0.01204375203269228
percent_of_wake_time,0.00820620823411192,0.009961910551889637
rdi,0.00204070577825053,0.0033049098124549527
rdi_during_left,0.003068938347129501,0.0046981174172483564
rdi_during_non_supine,0.0026260777431862405,0.005678134001395943
rdi_during_nrem,0.001889603688797888,0.00388426627292998
rdi_during_prone,0.005074021369679375,0.006068425483291312
rdi_during_rem,0.0015314025841514374,0.0039934478674725675
rdi_during_right,0.003283445439801366,0.004722955663177356
rdi_during_supine,0.0019447853261674384,0.004018671279700655
rem_latency,0.007517214680262492,0.012033694432503086
saturation_below_80,0.024401473869233574,0.024401473869233574
saturation_below_85,0.009106112147027284,0.009020354569650306
saturation_below_90,0.005243987087613474,0.009525427834919812
saturation_below_or_equal_88,0.006357182572570975,0.0062271907368861325
saturation_max_value,0.027942620859329935,0.02794262085933002
saturation_mean,0.0025772058800570437,0.0025772026564624645
saturation_min_value,0.002292853377256421,0.0032669489774245415
sleep_efficiency,0.0076859757330245805,0.014501281869136245
sleep_latency,0.01395517262044043,0.015085427642092107
snore_above_40db,0.0034731906882730307,0.006595025565061085
snore_above_45db,0.003215979113149672,0.004234493778094552
snore_above_50db,0.0038343040163411855,0.003565348185994218
snore_above_60db,0.008087070034464334,0.006590973344545164
snore_db_mean,0.004431062941397852,0.004428697428759584
time_to_transition_nrem_to_rem,0.010737783804022717,0.017883834451084806
time_to_transition_nrem_to_wake,0.007532107823722225,0.01114787444709604
time_to_transition_rem_to_nrem,0.004277931982918873,0.0074972511156246105
time_to_transition_rem_to_wake,0.011149057652966561,0.016179216220472293
time_to_transition_wake_to_nrem,0.0036974340437937485,0.00550489125896199
time_to_transition_wake_to_rem,0.0074976946753667105,0.011062206115764897
total_arousal_sleep_time,0.007963563424516026,0.014446101892808112
total_deep_sleep_time,0.0033035072755619576,0.003505812738306088
total_left_sleep_time,0.006139265708826988,0.011724309411693305
total_light_sleep_time,0.006119230909616349,0.010703430272548636
total_non_supine_sleep_time,0.004920700649571033,0.009966933543762138
total_prone_sleep_time,0.013548146552642115,0.014262393898825672
total_rem_sleep_time,0.006517092470031737,0.009606315707030808
total_right_sleep_time,0.004119712311050521,0.00976371055872157
total_sleep_time,0.007760825729610598,0.014262801143240996
total_supine_sleep_time,0.0044951331341464935,0.011294862441642323
total_time_in_bed,0.010675670190876618,0.016343202575785195
total_valid_apnea_central_sleep_time,0.010820558555950802,0.015491980973956652
total_valid_apnea_sleep_time,0.0057803991381312056,0.011866888136998457
total_wake_time,0.006951163872222445,0.009350419417452467
total_wake_time_after_sleep_onset,0.006552762766583737,0.011743872042450467
variability_between_sleep_stage_percents,0.003886205903541744,0.006776934474279707
