,"Age, BMI & VAT",Mental health
AHI,0.0012626245517813113,0.001928944900889415
ahi_4_percent,0.0017293357182776338,0.0019214793284968083
ahi_central,0.006381246862238709,0.006402350664658597
ahi_central_during_nrem,0.006116324723082989,0.006164315000892075
ahi_central_during_rem,0.004855248497459367,0.004839330413736877
ahi_during_left,0.0016621506056102087,0.003089728185629825
ahi_during_non_supine,0.0016388336997108883,0.0029260726085248412
ahi_during_nrem,0.0016326448859400953,0.0022373419614375033
ahi_during_prone,0.0020785752629709207,0.004817911710613258
ahi_during_rem,0.0010507965974833249,0.0017719784477451144
ahi_during_right,0.002085521410315727,0.003603356476350445
ahi_during_supine,0.0008998547712867192,0.0019761422879819835
ahi_obstructive,0.001216492313041744,0.002206933917187537
ahi_obstructive_during_nrem,0.0016024480653074645,0.002669190409123338
ahi_obstructive_during_rem,0.0008780266858428912,0.0019770681611061213
desaturations_above_20,0.016536879304715504,0.016536879304715504
desaturations_mean_nadir,0.004685043083826091,0.004826345854372841
desaturations_of_10_20,0.0057563776200700925,0.006015410740313239
desaturations_of_4_9,0.0016885370859816868,0.00189206782708565
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0016835955571067025,0.0018188366111688257
number_of_all_respiratory_events,0.0016865466108041613,0.002781423601861689
number_of_apnea_hypopnea_events,0.0012599107192115852,0.0018084181227350589
number_of_central_apnea_hypopnea_events,0.00368991916014607,0.004136959532895738
number_of_desaturation_events,0.0017674430824599133,0.001963362454056169
number_of_obstructive_apnea_hypopnea_events,0.0011023111640771194,0.001693595996420877
number_of_transitions_nrem_to_rem,0.018018495857845825,0.018589914350824292
number_of_transitions_nrem_to_wake,0.0038008207663337906,0.004704130995758168
number_of_transitions_rem_to_nrem,0.013354155382566438,0.01320827163327815
number_of_transitions_rem_to_wake,0.017079892129677962,0.017079892129677962
number_of_transitions_wake_to_nrem,0.00439747599967236,0.005388876638733253
number_of_transitions_wake_to_rem,0.0156725344347176,0.015672534434717604
number_of_wakes,0.004286031034453888,0.005381796920392855
odi,0.0019144797360410707,0.002194882707201394
odi_during_left,0.003599027835317278,0.004082322689675633
odi_during_non_supine,0.002801066866801218,0.0034756064615202122
odi_during_nrem,0.0023926260548216794,0.0028653076733867696
odi_during_prone,0.003940350661296195,0.006134289956731666
odi_during_rem,0.0013572182378541727,0.001842992269399196
odi_during_right,0.0025571160163129383,0.0029438918273401496
odi_during_supine,0.0011163389627298931,0.0019532888135783016
