,"Age, BMI & VAT",Liver health
AHI,0.5500211420328565,0.5357767135376321
ahi_4_percent,0.5084404274133971,0.4926228946805279
ahi_central,0.244562368611405,0.24286691121525916
ahi_central_during_nrem,0.23150112059246158,0.2257727647168643
ahi_central_during_rem,0.2176572109236301,0.20420122167608
ahi_during_left,0.3935673491004842,0.3584567505384815
ahi_during_non_supine,0.4572613514684121,0.43958001565420146
ahi_during_nrem,0.4841273174290745,0.46819846937630033
ahi_during_prone,0.38851312505104696,0.35874774388138375
ahi_during_rem,0.5787927421565282,0.5581080930181503
ahi_during_right,0.3796851706985074,0.3503979971034667
ahi_during_supine,0.5452219318503317,0.5294087135211052
ahi_obstructive,0.5536196780414961,0.5416971779330411
ahi_obstructive_during_nrem,0.48893275778488615,0.48312332601451413
ahi_obstructive_during_rem,0.5710756423422962,0.5439028650095495
desaturations_above_20,0.0189623370349811,0.01001859891107085
desaturations_mean_nadir,0.18782674142207284,0.1526401779081013
desaturations_of_10_20,0.1369863897552423,0.12106370350197745
desaturations_of_4_9,0.512948469076741,0.49621435541404374
number_of_4_percent_desaturation_apnea_hypopnea_events,0.49466311091772813,0.4815529134841403
number_of_all_respiratory_events,0.3888853187320044,0.3795979994880213
number_of_apnea_hypopnea_events,0.5278547114626082,0.5120695813231602
number_of_central_apnea_hypopnea_events,0.2394473507556538,0.2424085257073892
number_of_desaturation_events,0.5008372958839495,0.4828529174502538
number_of_obstructive_apnea_hypopnea_events,0.5351355342803967,0.5158507283878704
number_of_transitions_nrem_to_rem,0.01912935815831355,0.0173277774182911
number_of_transitions_nrem_to_wake,0.16645432095782675,0.17281333490197476
number_of_transitions_rem_to_nrem,0.0023668001917082,-0.00998209221612365
number_of_transitions_rem_to_wake,0.02924323342692445,0.01283172804265605
number_of_transitions_wake_to_nrem,0.146624912494001,0.1446669082615053
number_of_transitions_wake_to_rem,0.015106744501949099,-0.012098870271892551
number_of_wakes,0.13044298915727726,0.12844394185501096
odi,0.510767044227739,0.4906973758594839
odi_during_left,0.39893146580548283,0.37746590758861
odi_during_non_supine,0.44189866583015425,0.43705012688569767
odi_during_nrem,0.4210239059722527,0.3970230864999979
odi_during_prone,0.31357617323054626,0.30575822718207113
odi_during_rem,0.5565409596238001,0.5360486248046284
odi_during_right,0.3569966833494122,0.3334178083254611
odi_during_supine,0.48779390384211163,0.4564481640354462
percent_of_deep_sleep_time,0.18087425979112295,0.1304064144360575
percent_of_left_sleep,0.06787509840145114,0.0224065293834515
percent_of_light_sleep_time,0.1276951379850645,0.10104812618862395
percent_of_non_supine_sleep,0.11081369053523085,0.0812760761136347
percent_of_prone_sleep,-0.003254237640635,0.02523182371168045
percent_of_rem_sleep_time,0.08277304528502874,0.07528143832511175
percent_of_right_sleep,0.08148601307291706,0.06507257883510725
percent_of_sleep_time,0.052061824250026104,0.02077662019677005
percent_of_supine_sleep,0.11081369061814536,0.08127607598750686
percent_of_wake_time,0.05206181487754665,0.020776605613265352
rdi,0.42185061616019665,0.40734977893491253
rdi_during_left,0.26686800205964184,0.22587081438651235
rdi_during_non_supine,0.3223683382173394,0.29888228498306957
rdi_during_nrem,0.3450176449531881,0.33368256580238803
rdi_during_prone,0.2761964182431781,0.2432961853720712
rdi_during_rem,0.46812491014989466,0.4476049897502351
rdi_during_right,0.25564480124864525,0.23871758254212422
rdi_during_supine,0.4245361633496809,0.41721077311651633
rem_latency,0.0446709405100388,0.052790340809245995
saturation_below_80,0.0748454998824756,0.02379621411649905
saturation_below_85,0.09754819996587966,0.05869662912320625
saturation_below_90,0.25944731479397254,0.215649569059811
saturation_below_or_equal_88,0.218038837709005,0.1738320566690703
saturation_max_value,0.17613145588878004,0.1786010428515697
saturation_mean,0.5649932506865449,0.5528620253049401
saturation_min_value,0.40022307056024686,0.35335095061566835
sleep_efficiency,0.03363370769287765,0.032797389364610255
sleep_latency,0.0149454137704461,-0.00582371160979675
snore_above_40db,0.1926847207271194,0.1753769722288271
snore_above_45db,0.39926474790425914,0.3593411489310808
snore_above_50db,0.31326742222466286,0.2639541636739281
snore_above_60db,0.10704967780285735,0.0999070170919326
snore_db_mean,0.37476744187606575,0.3533894064932856
time_to_transition_nrem_to_rem,0.00489787267727705,0.02064634410472465
time_to_transition_nrem_to_wake,0.1000180037820992,0.07260713337608235
time_to_transition_rem_to_nrem,0.07043601890508935,0.07596870374372106
time_to_transition_rem_to_wake,0.03434662862774065,0.02471875527627505
time_to_transition_wake_to_nrem,0.01911053205740315,0.0051365940705987
time_to_transition_wake_to_rem,-0.01104862700237895,0.00413865444659425
total_arousal_sleep_time,0.034454923808537596,0.0343608381064535
total_deep_sleep_time,0.1220612923107509,0.0943096602527496
total_left_sleep_time,0.07270044374989755,0.0266480954885819
total_light_sleep_time,0.1220539312360259,0.0909520306151969
total_non_supine_sleep_time,0.11160412009025439,0.07896893929677651
total_prone_sleep_time,0.00252663972541935,0.02198186421577055
total_rem_sleep_time,0.036657548577465754,0.05354738323258115
total_right_sleep_time,0.09084171623646825,0.0566185934522003
total_sleep_time,0.0346479285468317,0.03382452107071075
total_supine_sleep_time,0.09803623589934295,0.08003421433731675
total_time_in_bed,0.050068417174648244,0.05185050594353725
total_valid_apnea_central_sleep_time,0.0533769170761799,0.0555852280625116
total_valid_apnea_sleep_time,0.065651738611281,0.060408531127853604
total_wake_time,0.04996454295684025,0.043528643326380345
total_wake_time_after_sleep_onset,0.05547751812813555,0.0324898091108549
variability_between_sleep_stage_percents,0.1306045133358451,0.1041930847431202
