,"Age, BMI & VAT",Blood lipids
total_wake_time,0.0408033234414501,0.14157986976767056
total_wake_time_after_sleep_onset,0.03283196091129301,0.12266944218175785
percent_of_sleep_time,0.01564073501178395,0.10482604463090325
percent_of_wake_time,0.0157407477627867,0.1046740764415858
sleep_efficiency,0.020693946010740948,0.1074427015285998
number_of_wakes,0.13910357233709086,0.1941740949031949
percent_of_right_sleep,0.05564614779284105,0.10756839347531574
total_right_sleep_time,0.05182423715904175,0.09902461979159691
total_valid_apnea_central_sleep_time,0.009738182863112201,0.05430679452272955
number_of_transitions_nrem_to_rem,0.03795828724889165,0.0768780918948533
number_of_transitions_wake_to_nrem,0.1640636299769888,0.19949132142676665
number_of_transitions_nrem_to_wake,0.18113736293331079,0.21285633505027973
total_valid_apnea_sleep_time,0.0171763255240037,0.045084465180122005
rdi_during_right,0.21951908625095434,0.2316260632967215
