,"Age, BMI & VAT",Blood lipids
AHI,0.4226218928011858,0.41202306503402264
ahi_4_percent,0.41009866490449143,0.3771216939959763
ahi_central,0.10412632361926245,0.044718546319689495
ahi_central_during_nrem,0.1009910020840752,0.0056499445926426
ahi_central_during_rem,0.09628895694882875,0.047555781299792904
ahi_during_left,0.2377876441659387,0.21585988062238726
ahi_during_non_supine,0.30520585440879405,0.26994625185449117
ahi_during_nrem,0.3776203842571638,0.35828036250983575
ahi_during_prone,0.27035141234074533,0.1833152359289411
ahi_during_rem,0.4397609347236522,0.4045886317788291
ahi_during_right,0.27322884939293113,0.24107893713474193
ahi_during_supine,0.4626938990868788,0.41535936197856904
ahi_obstructive,0.43465858389066053,0.4121379755671284
ahi_obstructive_during_nrem,0.3897168691328507,0.36219628424364514
ahi_obstructive_during_rem,0.4427518363932824,0.3921854216166078
desaturations_mean_nadir,0.33725223228466056,0.28281909468859795
desaturations_of_10_20,0.19357603837565907,0.0716108906000979
desaturations_of_4_9,0.41334810089321006,0.3910125897206727
number_of_4_percent_desaturation_apnea_hypopnea_events,0.38384318521595673,0.3592665029770361
number_of_all_respiratory_events,0.25647262788204805,0.26007488839951254
number_of_apnea_hypopnea_events,0.38543721992257696,0.37874934909695734
number_of_central_apnea_hypopnea_events,0.1026457580032161,0.04269670666783005
number_of_desaturation_events,0.38760413593426774,0.33302198804755434
number_of_obstructive_apnea_hypopnea_events,0.3972704897079392,0.3868578860992567
number_of_transitions_nrem_to_rem,0.027677192936469898,0.033931320905735446
number_of_transitions_nrem_to_wake,0.11340461366739266,0.10399158623805174
number_of_transitions_rem_to_nrem,-0.0174014316784565,0.03389651399141155
number_of_transitions_rem_to_wake,0.0023053357702137,-0.06315196660836844
number_of_transitions_wake_to_nrem,0.11592232382119574,0.10267370140122206
number_of_transitions_wake_to_rem,0.0816036285201861,-0.020225133893893903
number_of_wakes,0.10184661400044275,0.09919857037246185
odi,0.4091614305389353,0.3688879321566795
odi_during_left,0.27343270662020186,0.24562364161912065
odi_during_non_supine,0.3251960602253257,0.27881562919336805
odi_during_nrem,0.3475881476578616,0.28912975324643364
odi_during_prone,0.2751752453293327,0.1632108245008
odi_during_rem,0.44959848890588644,0.3982302444497904
odi_during_right,0.29967257473001807,0.2503059602768261
odi_during_supine,0.43051683610092184,0.37665514310520914
percent_of_deep_sleep_time,0.15084313293679236,0.11416295086175174
percent_of_left_sleep,-0.00190909381005955,-0.0068909302601923
percent_of_light_sleep_time,0.11265638902083605,0.0526696311483756
percent_of_non_supine_sleep,0.0548620948041271,0.0101959098003435
percent_of_prone_sleep,-0.00413280399420465,0.00833389092034295
percent_of_rem_sleep_time,0.04717412776701575,0.02888550546962735
percent_of_right_sleep,0.044426625624391494,0.039447212672682544
percent_of_sleep_time,0.04480434573287785,0.055428754124838345
percent_of_supine_sleep,0.0548620960266216,0.01019536786325135
percent_of_wake_time,0.04480434501757195,0.055478373924701604
rdi,0.3165600433930714,0.28995977473953616
rdi_during_left,0.14264421888948425,0.13864696649589459
rdi_during_non_supine,0.18423795635239848,0.1671383318500814
rdi_during_nrem,0.26908647020013277,0.2310452803940895
rdi_during_prone,0.11401500513775964,0.14203489804181196
rdi_during_rem,0.33545147348687543,0.3325740241142088
rdi_during_right,0.16310622919292875,0.13502027210361564
rdi_during_supine,0.3623324973704868,0.2980834292348671
rem_latency,0.0193098750526027,0.056043644567974754
saturation_below_85,0.11820703220148385,0.02759868421942555
saturation_below_90,0.23954788350585748,0.12794164144265197
saturation_below_or_equal_88,0.22209425839955335,0.13431610636853797
saturation_max_value,0.0877207919870982,0.09466624763926275
saturation_mean,0.40066689043794657,0.38218860227998525
saturation_min_value,0.3236865962347186,0.2405536901106711
sleep_efficiency,0.0354636164173279,0.0373715703558048
sleep_latency,-0.06045947121578865,-0.0136872863307652
snore_above_40db,0.09795515506556446,0.07991084355803446
snore_above_45db,0.2771921930258525,0.21897614525246778
snore_above_50db,0.1833953128614919,0.14574558164197435
snore_above_60db,0.0866389569827844,0.0040716202070104
snore_db_mean,0.24865927569216645,0.18441854196710838
time_to_transition_nrem_to_rem,0.07297101386976329,0.08280625700894535
time_to_transition_nrem_to_wake,0.05661398862329705,0.04039204291031575
time_to_transition_rem_to_nrem,-0.0005011020247638501,0.03006552049779
time_to_transition_rem_to_wake,0.0132516912964641,-0.054989381523632294
time_to_transition_wake_to_nrem,0.008795376607590999,0.037157287715930395
time_to_transition_wake_to_rem,0.0079263492302616,0.02739175832929505
total_arousal_sleep_time,0.0025147470673459998,0.04461148610329325
total_deep_sleep_time,0.15699884016385354,0.0542693265529254
total_left_sleep_time,0.0067917520487816,0.0315653229717065
total_light_sleep_time,0.04375646998356885,0.08992903502406385
total_non_supine_sleep_time,0.04808566464115395,0.0443887785971297
total_prone_sleep_time,0.0033765500462632,0.0021699862449162
total_rem_sleep_time,0.0226441833954643,0.0386116117265906
total_right_sleep_time,0.0612387752377125,0.02335133682905255
total_sleep_time,0.00556471677542305,0.04642333524231215
total_supine_sleep_time,0.054508609568441904,0.0038920017160063002
total_time_in_bed,-0.006766336778265349,0.05612052199860975
total_valid_apnea_central_sleep_time,0.014317614811825901,0.01425061039489085
total_valid_apnea_sleep_time,0.020279789292198598,-0.00038262388956244997
total_wake_time,0.0247322660797624,0.07106835887468185
total_wake_time_after_sleep_onset,0.049001934268313146,0.0680915668433353
variability_between_sleep_stage_percents,0.1250325774108439,0.07550124685596254
