,"Age, BMI & VAT",Blood lipids
AHI,0.5135532582228336,0.49389262670164674
ahi_4_percent,0.4748204073187345,0.4336754748924492
ahi_central,0.27559112681693515,0.25395365716039253
ahi_central_during_nrem,0.24538053248787128,0.23751298246412275
ahi_central_during_rem,0.2693242472434946,0.1845943329730331
ahi_during_left,0.3465244194250603,0.3092373391076313
ahi_during_non_supine,0.4193612858264965,0.39509271280369096
ahi_during_nrem,0.4619249483007588,0.43630794673162443
ahi_during_prone,0.35515992902940696,0.33347386309742266
ahi_during_rem,0.5353266484995823,0.4904333981276102
ahi_during_right,0.3573472495479439,0.34157056872348057
ahi_during_supine,0.5187885221061613,0.4869528009400974
ahi_obstructive,0.5166349419520276,0.4726034881926807
ahi_obstructive_during_nrem,0.45902232352931505,0.4244909009751522
ahi_obstructive_during_rem,0.5231301631415879,0.4724635742541762
desaturations_mean_nadir,0.15865805701474361,0.06734939799378695
desaturations_of_10_20,0.2582254317106426,0.17273638409481146
desaturations_of_4_9,0.5064943958221211,0.4393193804749914
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4654001000906731,0.41053456771464425
number_of_all_respiratory_events,0.3602066089663549,0.30502507399342915
number_of_apnea_hypopnea_events,0.5025334638719486,0.44895804830139885
number_of_central_apnea_hypopnea_events,0.2715573242617882,0.2681855443135803
number_of_desaturation_events,0.4848633212129842,0.42995426180110735
number_of_obstructive_apnea_hypopnea_events,0.5063875734682359,0.443892309909166
number_of_transitions_nrem_to_rem,0.03795828724889165,0.0768780918948533
number_of_transitions_nrem_to_wake,0.18113736293331079,0.21285633505027973
number_of_transitions_rem_to_nrem,0.0692314216489099,0.0522572165470325
number_of_transitions_rem_to_wake,-0.0689609554264317,0.0373918334233469
number_of_transitions_wake_to_nrem,0.1640636299769888,0.19949132142676665
number_of_transitions_wake_to_rem,-0.0115697773006365,0.07891176773980996
number_of_wakes,0.13910357233709086,0.1941740949031949
odi,0.48748129572359,0.4487453338853221
odi_during_left,0.3531139951004082,0.2982714159740546
odi_during_non_supine,0.4230936769368545,0.35997640433028033
odi_during_nrem,0.42552939576310883,0.3663980109950493
odi_during_prone,0.3098846004989942,0.24655714635709225
odi_during_rem,0.5183305568964203,0.4522105409023946
odi_during_right,0.3479080800655746,0.2620544475909239
odi_during_supine,0.47086836320425673,0.42642061522322267
percent_of_deep_sleep_time,0.0945577381793476,0.05010680157945585
percent_of_left_sleep,-0.01207082638880995,-0.0218148387636603
percent_of_light_sleep_time,0.08394484955068296,0.08401344255229251
percent_of_non_supine_sleep,0.0861239133085685,0.0579553953435538
percent_of_prone_sleep,0.003594947893775,0.013074942113294
percent_of_rem_sleep_time,0.0515490054240873,0.015795038186792648
percent_of_right_sleep,0.05564614779284105,0.10756839347531574
percent_of_sleep_time,0.01564073501178395,0.10482604463090325
percent_of_supine_sleep,0.08612391391071245,0.0579553952838126
percent_of_wake_time,0.0157407477627867,0.1046740764415858
rdi,0.3840316097075698,0.35383047614107993
rdi_during_left,0.22165987648403873,0.2281106316219812
rdi_during_non_supine,0.2803136183544783,0.261636228372529
rdi_during_nrem,0.3172866796808054,0.3013384520665774
rdi_during_prone,0.23274760483052964,0.18784405229358064
rdi_during_rem,0.41969262927100426,0.37334519924477816
rdi_during_right,0.21951908625095434,0.2316260632967215
rdi_during_supine,0.38361221201729767,0.34662330895964094
rem_latency,-0.012417261701495399,-0.0305069993081154
saturation_below_85,0.18195798969747534,0.08239056658101859
saturation_below_90,0.2279362952199459,0.12116318770332549
saturation_below_or_equal_88,0.21509940680280226,0.1021971285540582
saturation_max_value,0.17183514992118715,0.16811548586137626
saturation_mean,0.5597470041095989,0.5130502672016751
saturation_min_value,0.3264941683964031,0.21147118386229224
sleep_efficiency,0.020693946010740948,0.1074427015285998
sleep_latency,-0.0054381731859087,0.0289330658163021
snore_above_40db,0.0828818684918903,0.0784673057437788
snore_above_45db,0.28521029430547024,0.2737335182258248
snore_above_50db,0.2424958854976683,0.223681200814179
snore_above_60db,0.1037671803170983,0.07205636723989564
snore_db_mean,0.2925762673037614,0.24025187221324523
time_to_transition_nrem_to_rem,-0.0305354283059696,0.0559712129387151
time_to_transition_nrem_to_wake,0.02018131699447475,0.032175864292176753
time_to_transition_rem_to_nrem,0.09110024952974366,0.040346298751083046
time_to_transition_rem_to_wake,-0.03123543108444095,0.02204113239244415
time_to_transition_wake_to_nrem,-0.033798009787403896,-0.017669067904633053
time_to_transition_wake_to_rem,-0.022479645563521902,-0.05628709998608085
total_arousal_sleep_time,0.0166589433328782,0.0171016836365039
total_deep_sleep_time,0.034624096915233146,0.02711927758757075
total_left_sleep_time,0.018308439569058498,-0.00970630667101445
total_light_sleep_time,0.09958313251306974,0.09077098393284949
total_non_supine_sleep_time,0.11404447140513504,0.10393746741122861
total_prone_sleep_time,0.00819351911287615,0.0138471503375112
total_rem_sleep_time,0.0170282492909914,-0.02786089560603255
total_right_sleep_time,0.05182423715904175,0.09902461979159691
total_sleep_time,0.0158971397546112,0.01034536802115305
total_supine_sleep_time,0.06036088877195425,0.0302349145036718
total_time_in_bed,0.032203051194300295,0.02180683122627155
total_valid_apnea_central_sleep_time,0.009738182863112201,0.05430679452272955
total_valid_apnea_sleep_time,0.0171763255240037,0.045084465180122005
total_wake_time,0.0408033234414501,0.14157986976767056
total_wake_time_after_sleep_onset,0.03283196091129301,0.12266944218175785
variability_between_sleep_stage_percents,0.08312420858319945,0.06954366307426721
