,"Age, BMI & VAT",Gut MB families
AHI,0.520021162912419,0.5123317436190824
ahi_4_percent,0.5048575723547948,0.49121945186904903
ahi_central,0.23971926868155646,0.2389788371461499
ahi_central_during_nrem,0.2174535029766526,0.2135037453451065
ahi_central_during_rem,0.23311100777896382,0.23196904868458246
ahi_during_left,0.39079309588431194,0.3833002187439515
ahi_during_non_supine,0.4493931392463034,0.4440201344601179
ahi_during_nrem,0.48722562666002084,0.478605052101889
ahi_during_prone,0.39854086986001647,0.38937492584844047
ahi_during_rem,0.5203642461628886,0.5157277686398396
ahi_during_right,0.38166125821938324,0.3711740481732593
ahi_during_supine,0.527503025423295,0.5240181460586246
ahi_obstructive,0.5288488298304859,0.5210418530434417
ahi_obstructive_during_nrem,0.49736508127057255,0.4834078691625646
ahi_obstructive_during_rem,0.520602365008157,0.5155780199358546
desaturations_above_20,0.1389445944866765,0.1384178434014468
desaturations_mean_nadir,0.3538501442956359,0.35385015272977366
desaturations_of_10_20,0.26865125096323345,0.260433766025187
desaturations_of_4_9,0.5050680213907451,0.5036209233823736
number_of_4_percent_desaturation_apnea_hypopnea_events,0.48670776303050267,0.481109128515876
number_of_all_respiratory_events,0.39985988112542326,0.39807275068095
number_of_apnea_hypopnea_events,0.49555392499444617,0.4903425826702281
number_of_central_apnea_hypopnea_events,0.2472685206400566,0.23557497011585016
number_of_desaturation_events,0.48745030628880265,0.4834794619161056
number_of_obstructive_apnea_hypopnea_events,0.5049151337915342,0.4989332669430957
number_of_transitions_nrem_to_rem,0.02415442880851015,0.02415442880851015
number_of_transitions_nrem_to_wake,0.14944596228090207,0.13782911244161938
number_of_transitions_rem_to_nrem,0.01893087891826925,0.018583417603685502
number_of_transitions_rem_to_wake,-0.0356219754662879,-0.0356219754662879
number_of_transitions_wake_to_nrem,0.1646162580620732,0.15333913297241855
number_of_transitions_wake_to_rem,-0.03556253786252315,-0.0355625378625232
number_of_wakes,0.1481197979706717,0.13446015781444054
odi,0.5062403240009863,0.49407392467790695
odi_during_left,0.4236702675297014,0.41583187068010474
odi_during_non_supine,0.4627657466395033,0.4571542625593329
odi_during_nrem,0.4630495144133833,0.4505643193004921
odi_during_prone,0.40424229465021777,0.3964198024893216
odi_during_rem,0.5214397601989958,0.5056701917375902
odi_during_right,0.39971241398156,0.3857254629724251
odi_during_supine,0.5084477521172437,0.501714796704679
percent_of_deep_sleep_time,0.2237052886020996,0.20667218390464448
percent_of_left_sleep,0.10537789005077115,-0.03647907903662695
percent_of_light_sleep_time,0.19471690910572595,0.1526369480061742
percent_of_non_supine_sleep,0.154588251984385,0.08249356822095019
percent_of_prone_sleep,-0.03678688886177715,-0.0365029599108792
percent_of_rem_sleep_time,0.14243862597671245,0.0819152552516878
percent_of_right_sleep,0.13977384291874706,0.04273571043104135
percent_of_sleep_time,0.09505699370841139,0.0716354389239497
percent_of_supine_sleep,0.15458825198438506,0.08249356822095025
percent_of_wake_time,0.09505699370841145,0.07163543892395005
rdi,0.43644483640083603,0.4346906145472756
rdi_during_left,0.2962862926683175,0.29400920841058975
rdi_during_non_supine,0.3435654704525803,0.34185151791054547
rdi_during_nrem,0.3984445816644756,0.39417811798781477
rdi_during_prone,0.3003338967282331,0.2992097261282956
rdi_during_rem,0.44499381477868916,0.4446574988495154
rdi_during_right,0.27901901929333695,0.27529524343147604
rdi_during_supine,0.4583760689592661,0.4526888056746081
rem_latency,0.08045161823186925,0.04020237564371195
saturation_below_80,0.1261922519598068,0.09466097753894775
saturation_below_85,0.1972693440774205,0.1866779828659996
saturation_below_90,0.30303902910111213,0.2947071016627883
saturation_below_or_equal_88,0.28423019652617515,0.2763824039884226
saturation_max_value,0.0037460410347092002,0.00374604103470985
saturation_mean,0.4737235595160886,0.47372357379506275
saturation_min_value,0.38477368645181614,0.3791384049088624
sleep_efficiency,0.0738821095516406,-0.040759767174622
sleep_latency,0.017701003730511748,0.0583201139478653
snore_above_40db,0.15538293705877892,0.10373393383018151
snore_above_45db,0.3563730695910935,0.3451093813285019
snore_above_50db,0.29699000387622676,0.29204944585303805
snore_above_60db,0.1665965364291242,0.14481646516673413
snore_db_mean,0.32234636868540034,0.32230206878082324
time_to_transition_nrem_to_rem,-0.03617999062488965,-0.0283739622093998
time_to_transition_nrem_to_wake,0.1005689246770083,0.0768669591471798
time_to_transition_rem_to_nrem,0.14695881701700744,0.12116267072219256
time_to_transition_rem_to_wake,0.03095274353180065,-0.03438039246448775
time_to_transition_wake_to_nrem,0.21335617391590775,0.2043622883419469
time_to_transition_wake_to_rem,0.11011657039154685,0.09369667053571054
total_arousal_sleep_time,0.060091144316604894,0.0410236098888855
total_deep_sleep_time,0.20705525392238133,0.20415402738363725
total_left_sleep_time,0.1138176145865614,0.07064811429199794
total_light_sleep_time,0.1413689187634446,0.09711038602708694
total_non_supine_sleep_time,0.15798470889433358,0.11656469091570855
total_prone_sleep_time,-0.0132988055294249,-0.0277347792756011
total_rem_sleep_time,0.1112643655275659,0.07618156242597054
total_right_sleep_time,0.1495703112944697,0.09712991756244435
total_sleep_time,0.0587491767651982,0.040429475310591295
total_supine_sleep_time,0.1300355624746486,0.07542787413783895
total_time_in_bed,0.060134811004481856,0.01646739367174005
total_valid_apnea_central_sleep_time,0.0631088743747873,0.029689672186349353
total_valid_apnea_sleep_time,0.0743557366653559,0.04523245656350825
total_wake_time,0.0958002337441954,0.06994087762938465
total_wake_time_after_sleep_onset,0.1071233434787143,0.07618587705018856
variability_between_sleep_stage_percents,0.19987415930835314,0.1670596354113385
