,"Age, BMI & VAT",Lifestyle
AHI,0.001278963683732486,0.00251347082925249
ahi_4_percent,0.00160361109831054,0.0025937390035718055
ahi_central,0.004226002325816211,0.004239202900184525
ahi_central_during_nrem,0.004612059258603986,0.004611233388397033
ahi_central_during_rem,0.004708683621820706,0.0046734266068149
ahi_during_left,0.002197717164176854,0.006913927867397185
ahi_during_non_supine,0.0014837928505067248,0.0036920274399013043
ahi_during_nrem,0.0017589442580441567,0.003076160610650364
ahi_during_prone,0.0029298061588869844,0.004602276374239089
ahi_during_rem,0.0008443844118087842,0.00271905128615407
ahi_during_right,0.001736304596256269,0.005623866918088402
ahi_during_supine,0.001108729909010369,0.0034075374736743332
ahi_obstructive,0.0010016732222777923,0.002923208172476975
ahi_obstructive_during_nrem,0.00181765948366185,0.003068742190744434
ahi_obstructive_during_rem,0.0012404529650385803,0.0031698323835062437
desaturations_above_20,0.013741553777614464,0.013741553777614485
desaturations_mean_nadir,0.00387271992993558,0.0039791960915635935
desaturations_of_10_20,0.005816173156904307,0.00666874263564075
desaturations_of_4_9,0.001880789671771899,0.002516058479374897
number_of_4_percent_desaturation_apnea_hypopnea_events,0.0018502774980124793,0.0025047101374780644
number_of_all_respiratory_events,0.001834352065099901,0.003837027322786127
number_of_apnea_hypopnea_events,0.0013960218711268416,0.002685513443268492
number_of_central_apnea_hypopnea_events,0.002249404782220374,0.005986229871507361
number_of_desaturation_events,0.0019938544524481733,0.0026227434588980145
number_of_obstructive_apnea_hypopnea_events,0.0011725057618921003,0.0025389666266453772
number_of_transitions_nrem_to_rem,0.01303277639390164,0.012832199016659517
number_of_transitions_nrem_to_wake,0.003189214448778665,0.00616837159028667
number_of_transitions_rem_to_nrem,0.016189160314216418,0.0162651068966705
number_of_transitions_rem_to_wake,0.017098308127675904,0.017098308127675894
number_of_transitions_wake_to_nrem,0.0037083197115669077,0.006640185264975643
number_of_transitions_wake_to_rem,0.011896431557203394,0.011896431557203399
number_of_wakes,0.0036548028145251587,0.0066237677590650496
odi,0.0017773582323747312,0.0025769102653445436
odi_during_left,0.0031146427583162704,0.004825011215288988
odi_during_non_supine,0.0021009871957966943,0.002067257169535352
odi_during_nrem,0.002810843920299837,0.0034342374090322817
odi_during_prone,0.004294316110898102,0.007896434641163255
odi_during_rem,0.0013320025009346272,0.002561355779299025
odi_during_right,0.0035506471888900313,0.00467276706252167
odi_during_supine,0.001487523503170721,0.003288357653786214
percent_of_deep_sleep_time,0.0029198504427068897,0.008123237650971515
percent_of_left_sleep,0.00603456045754637,0.012479204991072416
percent_of_light_sleep_time,0.0032938328780698777,0.010203545677181356
percent_of_non_supine_sleep,0.00573846071094015,0.012759930548122064
percent_of_prone_sleep,0.01420512794705472,0.014055650153305637
percent_of_rem_sleep_time,0.004450407893379451,0.011591353923183022
percent_of_right_sleep,0.00644438611472744,0.014557248100844704
percent_of_sleep_time,0.006674757039871359,0.007199732597787143
percent_of_supine_sleep,0.0057384607109401565,0.012759930548122063
percent_of_wake_time,0.006674757039871453,0.0071997325977871595
rdi,0.0015542067656875139,0.003855930854947937
rdi_during_left,0.0035294246645111525,0.0085529315944831
rdi_during_non_supine,0.0023113573795512754,0.006196097946582006
rdi_during_nrem,0.0025965010496595566,0.005376187125424837
rdi_during_prone,0.004266683675822034,0.006925788733842241
rdi_during_rem,0.0010689495092329978,0.0039501158994579184
rdi_during_right,0.0024741168239650934,0.008716391661946725
rdi_during_supine,0.0015846494188933107,0.004380360870635513
rem_latency,0.007327177234616651,0.011046011173694876
saturation_below_80,0.007401049058513388,0.007401049058513409
saturation_below_85,0.02474220511100882,0.024697855866624565
saturation_below_90,0.007574679255026315,0.00792896977901008
saturation_below_or_equal_88,0.010793856695619804,0.011005163420471047
saturation_max_value,0.008931459841855796,0.009535367056955587
saturation_mean,0.0013923941364055864,0.0013847978949342809
saturation_min_value,0.0016374753193153448,0.0033950836308057437
sleep_efficiency,0.005488341112467672,0.008064468031931324
sleep_latency,0.007637900887219295,0.011644914440229095
snore_above_40db,0.003480340061664166,0.009980107672182423
snore_above_45db,0.0047418204462499,0.005214853164340607
snore_above_50db,0.006782698150502222,0.008203111012224618
snore_above_60db,0.011602308013077796,0.010811032541819275
snore_db_mean,0.005038265547212432,0.005334891187990954
time_to_transition_nrem_to_rem,0.007536490219814015,0.014295154527595085
time_to_transition_nrem_to_wake,0.005501159110441211,0.014751022622782765
time_to_transition_rem_to_nrem,0.004985446569090808,0.008649878084228596
time_to_transition_rem_to_wake,0.007751292760128213,0.013107251647277544
time_to_transition_wake_to_nrem,0.01632184657455866,0.018940072952724762
time_to_transition_wake_to_rem,0.015999148511655466,0.015912072803442767
total_arousal_sleep_time,0.01103516474140527,0.009617956858694172
total_deep_sleep_time,0.004052413505598967,0.007414978823418418
total_left_sleep_time,0.005905896063023883,0.012680777697001511
total_light_sleep_time,0.003449358181965853,0.008069602055451904
total_non_supine_sleep_time,0.005447526450273783,0.010653759416651429
total_prone_sleep_time,0.015576126306565134,0.015664248157152262
total_rem_sleep_time,0.006083009171288002,0.013501341624929162
total_right_sleep_time,0.006514897192153576,0.010465285910605655
total_sleep_time,0.010947453143163708,0.009675040156117757
total_supine_sleep_time,0.006581149157822267,0.013044850624161702
total_time_in_bed,0.006291478125443958,0.008148644351238556
total_valid_apnea_central_sleep_time,0.016492616508844215,0.012492236148255002
total_valid_apnea_sleep_time,0.012602332660648143,0.011607729032519104
total_wake_time,0.004029683086199256,0.007038255234494845
total_wake_time_after_sleep_onset,0.004739128955906241,0.007570334810392329
variability_between_sleep_stage_percents,0.0035217346545157627,0.009418817980467618
