,"Age, BMI & VAT",Lifestyle
total_valid_apnea_sleep_time,0.01334063589204185,0.1338345488556079
total_arousal_sleep_time,0.0331771341095101,0.1521807128517027
total_sleep_time,0.03372523502876955,0.15117912209542173
total_time_in_bed,0.0840138532579372,0.19508121550524576
total_valid_apnea_central_sleep_time,0.0167203508831359,0.12293348613439506
total_wake_time,0.13007231193044488,0.23145455839979906
sleep_efficiency,0.09020884859769665,0.18805497552927755
total_wake_time_after_sleep_onset,0.12852329337680615,0.22204671533932824
percent_of_sleep_time,0.1079132506271045,0.19945368868121582
percent_of_wake_time,0.1079132506271046,0.19945368868121577
number_of_transitions_wake_to_nrem,0.22019694066101392,0.28865462864301605
number_of_wakes,0.21071711371937224,0.27659529478040656
number_of_transitions_nrem_to_wake,0.2380070344456517,0.29596459631598504
rem_latency,0.054507316251952154,0.11204905008400395
total_light_sleep_time,0.15944989653465635,0.20504658310683976
percent_of_rem_sleep_time,0.1415675077293191,0.1708069277878088
total_rem_sleep_time,0.09654876983267935,0.11889006825125195
variability_between_sleep_stage_percents,0.1968108140415626,0.21728498248405936
percent_of_light_sleep_time,0.1935920043043054,0.21195288649791033
snore_db_mean,0.3298670545971871,0.3430044154435342
number_of_central_apnea_hypopnea_events,0.29921758720863645,0.31225314243547514
total_right_sleep_time,0.0750014314556556,0.08730776813005856
number_of_all_respiratory_events,0.42563642865032564,0.4373938225544956
total_non_supine_sleep_time,0.12590381110975973,0.13658082456124349
saturation_max_value,0.21658169443796996,0.2263788482671732
time_to_transition_rem_to_wake,0.08691541089451295,0.09403564130461965
number_of_apnea_hypopnea_events,0.5530349643892698,0.5583826926991438
desaturations_of_4_9,0.5468472504383948,0.5500380091757096
number_of_desaturation_events,0.5397015247227361,0.5422266870128862
snore_above_45db,0.36561237079352615,0.3679702035753979
number_of_obstructive_apnea_hypopnea_events,0.5565806094925986,0.5588156516447422
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5287672758423947,0.5301955312765398
