,Age & BMI,"HRV
(average of nights)"
UNMAPPED,0.12505002154938555,0.09900848015639946
UNINTEGRATED,0.1267432240485322,0.1004089710328569
1CMET2PWYfolatetransformationsIIIEcoli,0.00673851480506025,0.0230025189974458
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,0.024121322752220252,0.020104829573767052
ANAEROFRUCATPWYhomolacticfermentation,0.0458224222406503,0.0248413646385963
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,0.04700185114560905,0.0426693004958345
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,0.05032486169096455,0.0408985591509822
ARGININESYN4PWYLornithinebiosynthesisII,0.00709699972641725,0.022124335127864603
ARGSYNPWYLargininebiosynthesisIviaLornithine,0.06560559597545765,0.05454567754475765
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,0.0732944938496152,0.06497602269760945
AROPWYchorismatebiosynthesisI,0.0442102772705839,0.02948925244918245
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,0.11359003455001655,0.0697937215047511
ASTPWYLargininedegradationIIASTpathway,0.07683995289285794,0.07705888588174095
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,0.00659312061194465,0.0419658144030457
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,0.08772070760479925,0.031828012256172156
CALVINPWYCalvinBensonBasshamcycle,0.032248977027976994,0.0018617615574551
CENTFERMPWYpyruvatefermentationtobutanoate,0.0212029482780802,0.0174751161940883
CITRULBIOPWYLcitrullinebiosynthesis,-0.01585571452015775,0.01698272143485825
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,0.0350174080120762,-0.01206927057845555
COAPWYcoenzymeAbiosynthesisIprokaryotic,0.020934529446272852,0.0088083943297731
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,0.041521690388798355,-0.009998251378377801
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,0.023021767063849348,-0.01881774472378185
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,0.02424316872941195,0.0190789495710474
CRNFORCATPWYcreatininedegradationI,0.0064169955192751,0.009240708721344
DAPLYSINESYNPWYLlysinebiosynthesisI,0.0788482639427853,0.087920805442429
DARABCATK12PWYDarabinosedegradationI,0.08950012501294295,0.07375138827287775
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,0.06617230145845901,0.06170609724777125
DTDPRHAMSYNPWYdTDPbetaLrhamnosebiosynthesis,0.0675165361502071,0.07628914168303766
ECASYNPWYenterobacterialcommonantigenbiosynthesis,0.06113191282615285,0.0608231049690344
FAOPWYfattyacidbetaoxidationIgeneric,0.09135080310816195,0.05621294213820395
FASYNELONGPWYfattyacidelongationsaturated,0.017034029376446297,0.06441406504382705
