,Age & BMI,"HRV
(average of nights)"
UNMAPPED,0.11832282490842365,0.11702862729748685
UNINTEGRATED,0.12274583774514461,0.1201294144861228
1CMET2PWYfolatetransformationsIIIEcoli,0.01055134640052815,0.019477506649979
ALLANTOINDEGPWYsuperpathwayofallantoindegradationinyeast,0.07388710611356775,0.04719164113611235
ANAEROFRUCATPWYhomolacticfermentation,0.068155992815538,0.057117962234348105
ANAGLYCOLYSISPWYglycolysisIIIfromglucose,-0.0152161462398095,0.0070055964990013
ARGPOLYAMINESYNsuperpathwayofarginineandpolyaminebiosynthesis,0.06670624123707775,0.0589540901903056
ARGININESYN4PWYLornithinebiosynthesisII,0.03236648748039755,0.056657474580768655
ARGSYNPWYLargininebiosynthesisIviaLornithine,0.050765179732580296,0.03929464124741025
ARGSYNBSUBPWYLargininebiosynthesisIIacetylcycle,0.06488356244278025,0.046575523144793046
AROPWYchorismatebiosynthesisI,-0.00134976341995985,0.0307051492208336
ASPASNPWYsuperpathwayofLaspartateandLasparaginebiosynthesis,0.11514993077594005,0.13242412819019955
ASTPWYLargininedegradationIIASTpathway,0.06625069669637551,0.04664415847261555
BIOTINBIOSYNTHESISPWYbiotinbiosynthesisI,0.06640738793274385,0.056017354413038
BRANCHEDCHAINAASYNPWYsuperpathwayofbranchedchainaminoacidbiosynthesis,0.09510144317205796,0.06566775587937809
CALVINPWYCalvinBensonBasshamcycle,-0.02514342871402845,0.00657810000325745
CENTFERMPWYpyruvatefermentationtobutanoate,-0.00750144657248315,0.0124867145674619
CITRULBIOPWYLcitrullinebiosynthesis,-0.00751093550355425,-0.03570241274166485
COAPWY1superpathwayofcoenzymeAbiosynthesisIIImammals,0.0101270495859151,0.0102627039077672
COAPWYcoenzymeAbiosynthesisIprokaryotic,-0.0080198188026459,0.01591272258132105
COBALSYNPWYsuperpathwayofadenosylcobalaminsalvagefromcobinamideI,0.0303371301881285,0.020682406662898847
COLANSYNPWYcolanicacidbuildingblocksbiosynthesis,0.05067958253767965,0.049553062239551596
COMPLETEAROPWYsuperpathwayofaromaticaminoacidbiosynthesis,-0.00042884034263065003,0.019316816684037
CRNFORCATPWYcreatininedegradationI,-0.01078134069733765,0.0206629230984038
DAPLYSINESYNPWYLlysinebiosynthesisI,0.03013478465986945,0.03005778763206235
DARABCATK12PWYDarabinosedegradationI,0.0301053728438058,0.018269935337533252
DENOVOPURINE2PWYsuperpathwayofpurinenucleotidesdenovobiosynthesisII,0.0601121285979382,0.0662256187987786
DTDPRHAMSYNPWYdTDPbetaLrhamnosebiosynthesis,0.08613604623614546,0.06510122765892129
ECASYNPWYenterobacterialcommonantigenbiosynthesis,0.053975138391933755,0.05225435763608955
