,"Age, BMI & VAT",Immune system
AHI,0.48332638115520166,0.46537757296345916
ahi_4_percent,0.4689861498460544,0.44090972086239566
ahi_central,0.16396324959993003,0.16697738478424765
ahi_central_during_nrem,0.1284613613480753,0.13162112379665225
ahi_central_during_rem,0.147790357037334,0.14783373524358745
ahi_during_left,0.3578174358591558,0.3258723841950817
ahi_during_non_supine,0.4261665546576749,0.41126449170674473
ahi_during_nrem,0.44664035989487294,0.42754026244442145
ahi_during_prone,0.34571658382638937,0.29828590034110486
ahi_during_rem,0.47957043007331585,0.4628852740990249
ahi_during_right,0.3450820333124863,0.3235634474850661
ahi_during_supine,0.4849433620276923,0.45873439734840255
ahi_obstructive,0.4918869593677945,0.4725151438932472
ahi_obstructive_during_nrem,0.45953301198190155,0.43729014735366767
ahi_obstructive_during_rem,0.4770060209909788,0.45810889623039686
desaturations_above_20,0.14752543625736605,0.1085465660818158
desaturations_mean_nadir,0.33551518468969477,0.29749894747703687
desaturations_of_10_20,0.2509437089363935,0.20771669690250139
desaturations_of_4_9,0.47479560746431393,0.44992452099242386
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4560030453618128,0.4281459682220734
number_of_all_respiratory_events,0.34369083440991915,0.31539650835094923
number_of_apnea_hypopnea_events,0.45684684518057983,0.43307648031840235
number_of_central_apnea_hypopnea_events,0.17662272772254095,0.17888730852711526
number_of_desaturation_events,0.4614903942049467,0.43374002919187754
number_of_obstructive_apnea_hypopnea_events,0.46478724331582744,0.4399886278285521
number_of_transitions_nrem_to_rem,0.0250551447274259,0.02903314242988205
number_of_transitions_nrem_to_wake,0.1156650325501951,0.10071083014045809
number_of_transitions_rem_to_nrem,0.027287377383557,0.013874578702371049
number_of_transitions_rem_to_wake,-0.00987422641704715,0.0041749289836209
number_of_transitions_wake_to_nrem,0.11604510755272099,0.09288217492998155
number_of_transitions_wake_to_rem,0.05484634876679065,0.0459927382147684
number_of_wakes,0.1064617362066006,0.08534970739575234
odi,0.477870176485625,0.4459676559067819
odi_during_left,0.41353719728252764,0.3754036374867164
odi_during_non_supine,0.45806359829665155,0.43339140910044904
odi_during_nrem,0.4264956833190878,0.3960799495666863
odi_during_prone,0.3747571282848322,0.32256258257526144
odi_during_rem,0.4878751063552697,0.45807181598008956
odi_during_right,0.38309936938156797,0.3483299821407837
odi_during_supine,0.4691502706214792,0.4366072587445987
percent_of_deep_sleep_time,0.17950767341281348,0.13580220665568593
percent_of_left_sleep,0.04622833923903845,0.0553085316154915
percent_of_light_sleep_time,0.1459939035445027,0.11524985748406916
percent_of_non_supine_sleep,0.09862216173324309,0.07066658566696879
percent_of_prone_sleep,-0.0134292580618955,-0.03427178489467165
percent_of_rem_sleep_time,0.0857758845496773,0.06613457161999625
percent_of_right_sleep,0.06693474487425,0.0526150403252203
percent_of_sleep_time,0.04230073403262645,0.043940234229345704
percent_of_supine_sleep,0.0986221608537904,0.0706031442190784
percent_of_wake_time,0.0423007336109478,0.04394023199312755
rdi,0.3854787839529732,0.3679405102390385
rdi_during_left,0.24205645379210539,0.22959062443002504
rdi_during_non_supine,0.3073750981910815,0.2875141402967397
rdi_during_nrem,0.3443159521093081,0.3252144247594334
rdi_during_prone,0.2018895942620218,0.17444736174415296
rdi_during_rem,0.39447245823593413,0.3791875302307821
rdi_during_right,0.22529967810533597,0.1942319705007548
rdi_during_supine,0.4014345233297496,0.37762089596148374
rem_latency,0.0672758290737082,0.04838142701042125
saturation_below_80,0.13792048633435827,0.08685128917035209
saturation_below_85,0.21365850875274375,0.14573329997232792
saturation_below_90,0.3315104263092856,0.29859946925509545
saturation_below_or_equal_88,0.3139008148731741,0.27198222162728536
saturation_max_value,0.09307418703267464,0.16116857561085352
saturation_mean,0.44857622677204334,0.44529273099254785
saturation_min_value,0.35948392717407135,0.30128021094301566
sleep_efficiency,0.043037608657058996,0.0340182536034382
sleep_latency,0.02179406931259295,0.0196822052772847
snore_above_40db,0.1145469313280012,0.07628945248092905
snore_above_45db,0.2970221837153598,0.2664702584455815
snore_above_50db,0.22685704625468428,0.19932164225039867
snore_above_60db,0.1141909607625054,0.09793171119088834
snore_db_mean,0.27075976917869105,0.24062639084299395
time_to_transition_nrem_to_rem,-0.00766737846160585,0.024610516098336498
time_to_transition_nrem_to_wake,0.0665695184040558,0.04819300489489145
time_to_transition_rem_to_nrem,0.09446780777479985,0.0468673512450915
time_to_transition_rem_to_wake,0.048400510999805454,0.0259435907737564
time_to_transition_wake_to_nrem,0.1428514152093845,0.09045400987285346
time_to_transition_wake_to_rem,0.0270687684157316,0.0529666779165267
total_arousal_sleep_time,-0.0124342672389807,-0.03864737447585615
total_deep_sleep_time,0.1503100819172962,0.1217484424518389
total_left_sleep_time,0.0521287938314076,0.0467621091637217
total_light_sleep_time,0.08118937850902035,0.028679126185222552
total_non_supine_sleep_time,0.09034484064915191,0.06523502274160015
total_prone_sleep_time,-0.018876526718759848,-0.041850213017136095
total_rem_sleep_time,0.043862382509133754,0.02340801700948255
total_right_sleep_time,0.06483927562334525,0.04183531734007585
total_sleep_time,-0.0116518964193913,-0.0376552166323782
total_supine_sleep_time,0.08439258805849556,0.06504850819280175
total_time_in_bed,-0.00351987870839705,-0.025219178890281697
total_valid_apnea_central_sleep_time,-0.0134257736222303,-0.018320022480808
total_valid_apnea_sleep_time,0.0054314304340483,-0.0097378242450713
total_wake_time,0.04239370096539205,0.05283604346540395
total_wake_time_after_sleep_onset,0.057498735087977204,0.05748059557688085
variability_between_sleep_stage_percents,0.1548912452940599,0.1193474830228563
