,"Age, BMI & VAT",Immune system
sleep_latency,0.003793379854659,0.0462468065877191
saturation_max_value,0.18023422837186975,0.2065700962052894
total_rem_sleep_time,0.018572871104222,0.0444118201118049
desaturations_above_20,0.06951921442521225,0.08754064059509585
percent_of_rem_sleep_time,0.0743264208217264,0.08805550037832445
rem_latency,0.018201914699857352,0.03174341284103085
time_to_transition_wake_to_nrem,0.0242079415027912,0.0331160529653355
percent_of_right_sleep,0.0529213643308404,0.061521723567056444
total_non_supine_sleep_time,0.08306800780819396,0.09127493167852016
odi_during_non_supine,0.45677368441691,0.4633387170539268
total_right_sleep_time,0.05830678350972255,0.0635635674773021
