,"Age, BMI & VAT","Sleep Quality
(average of nights)"
from_l_thigh_to_l_ankle_pwv,0.1658531212818093,0.24368795702890667
intima_media_th_1_fit,0.06028463662595385,0.1128521474878531
from_r_thigh_to_r_ankle_pwv,0.1341654904351141,0.18453654881528297
intima_media_th_2_fit,0.034785960154676,0.0824539807312342
r_ms_V1,0.06035606600336095,0.1050389623999322
t_mv_V5,0.13955453858360267,0.18302172881920709
p_mv_V6,0.00928650020606445,0.0351229205554964
r_mv_V2,0.08452745210280245,0.10626673035720915
t_mv_aVR,0.0343095779414204,0.054274614591311304
j_mv_aVF,0.009046525038991799,0.0289825518697056
t_mv_V6,0.09326106983229526,0.11254422227433755
s_mv_II,0.0583325683556553,0.0770784491118989
j_mv_I,0.00272768283133675,0.020864006217251
Distance_tortuosity,0.0024569186354971,0.018985216388624798
r_brachial_index,0.011895295736332849,0.0267690227523509
q_ms_aVR,0.0404042062409322,0.0542057871877413
j_mv_III,0.0008914828262614,0.01397120353667505
Average_width,0.0096448948646792,0.021597659902984997
r_ms_V2,0.1524699830886054,0.16372772493664267
t_mv_V4,0.17983017334826884,0.19015838594702084
Vein_Tortuosity_density,0.041631932164807,0.050532775462219445
standing_three_min_blood_pressure_diastolic,0.25628759803158396,0.2650011168153596
r_mv_V6,0.09021669904716129,0.0977838824751589
j_mv_V2,0.0255953300577904,0.03001637777436965
