,clinical_OSA
0,0.4996220710506425
1,0.4996220710506425
2,0.4996220710506425
3,0.499244142101285
4,0.5
5,0.4996220710506425
6,0.499244142101285
7,0.4988662131519274
8,0.4988662131519274
9,0.4996220710506425
10,0.4996220710506425
11,0.4984882842025699
12,0.4988662131519274
13,0.499244142101285
14,0.5
15,0.4988662131519274
16,0.499244142101285
17,0.4996220710506425
18,0.499244142101285
19,0.499244142101285
20,0.4996220710506425
21,0.499244142101285
22,0.4996220710506425
23,0.4996220710506425
24,0.4988662131519274
25,0.4996220710506425
26,0.499244142101285
27,0.4996220710506425
28,0.509244142101285
29,0.4988662131519274
30,0.4988662131519274
31,0.4981103552532124
32,0.4996220710506425
33,0.499244142101285
34,0.499244142101285
35,0.499244142101285
36,0.4988662131519274
37,0.4996220710506425
38,0.4996220710506425
39,0.5
40,0.4996220710506425
41,0.499244142101285
42,0.499244142101285
43,0.4996220710506425
44,0.5
45,0.499244142101285
46,0.499244142101285
47,0.5
48,0.5
49,0.4996220710506425
