,"Age, BMI & VAT",Diet
AHI,0.5223012433827771,0.5145361444508834
ahi_4_percent,0.5049858193506425,0.4991129282248029
ahi_central,0.23351563836472544,0.2164040839382175
ahi_central_during_nrem,0.2125898054949364,0.1898058950153361
ahi_central_during_rem,0.22663888853741754,0.20602068881415542
ahi_during_left,0.39216942008990535,0.3860595479387054
ahi_during_non_supine,0.4532078781953653,0.4479915648194303
ahi_during_nrem,0.48838582455553314,0.47937396147297123
ahi_during_prone,0.40621842480511827,0.3968845001082505
ahi_during_rem,0.5251862238540068,0.5205077049094046
ahi_during_right,0.387003085129015,0.3767380534743538
ahi_during_supine,0.5202409275904143,0.5165796006199559
ahi_obstructive,0.5319379654282071,0.5238299210775534
ahi_obstructive_during_nrem,0.4986875203914771,0.4887968684473435
ahi_obstructive_during_rem,0.5268185348852439,0.5217250593214808
desaturations_above_20,0.14366784234122165,0.127781383245582
desaturations_mean_nadir,0.365781859804453,0.3653715976371602
desaturations_of_10_20,0.2721551164384446,0.2276717892454928
desaturations_of_4_9,0.5047551171027058,0.495889400134931
number_of_4_percent_desaturation_apnea_hypopnea_events,0.4868596016569141,0.4807596858530372
number_of_all_respiratory_events,0.3978527523004789,0.3964098557470269
number_of_apnea_hypopnea_events,0.4976157926280985,0.4924552479125346
number_of_central_apnea_hypopnea_events,0.24221217565746084,0.2264488659352629
number_of_desaturation_events,0.4880397589149741,0.4723397793686897
number_of_obstructive_apnea_hypopnea_events,0.5066569869283235,0.5001172811607868
number_of_transitions_nrem_to_rem,0.0478151954978929,0.046771614553474256
number_of_transitions_nrem_to_wake,0.1474533742879195,0.13517115010554825
number_of_transitions_rem_to_nrem,0.006434979595650351,0.005031057795151551
number_of_transitions_rem_to_wake,-0.03645857378567055,-0.03645857378567055
number_of_transitions_wake_to_nrem,0.1595867939639489,0.1480151386280253
number_of_transitions_wake_to_rem,-0.0362864375609589,-0.03628643756095895
number_of_wakes,0.14274433822421573,0.1449399926492094
odi,0.5053236041597314,0.4853271056978665
odi_during_left,0.4212963042377837,0.4118065518598878
odi_during_non_supine,0.4619455438587038,0.4400985496283185
odi_during_nrem,0.4618514974819048,0.4531929296127657
odi_during_prone,0.4079328728890014,0.3993658258689313
odi_during_rem,0.5222435213933123,0.5005347757008498
odi_during_right,0.4037934344971123,0.3720390663486559
odi_during_supine,0.5004821229647985,0.4931566065376629
percent_of_deep_sleep_time,0.2264384839949417,0.20076263723783244
percent_of_left_sleep,0.10424204677298575,0.05642631437215015
percent_of_light_sleep_time,0.19084560987028854,0.17910931111582434
percent_of_non_supine_sleep,0.1539629239990906,0.09935653560504659
percent_of_prone_sleep,0.0219875211366481,-0.0335539540882495
percent_of_rem_sleep_time,0.13061740550197434,-0.0347855912736838
percent_of_right_sleep,0.1523229115334616,0.0627585223526346
percent_of_sleep_time,0.0798815682451922,-0.037019776232781854
percent_of_supine_sleep,0.15396292399909065,0.09935653560504659
percent_of_wake_time,0.0798815682451931,-0.037019776232781854
rdi,0.4352525847381131,0.433448146701983
rdi_during_left,0.29500200996696624,0.2923871989521042
rdi_during_non_supine,0.3432370002603863,0.34099871946654126
rdi_during_nrem,0.39605048318577984,0.39217104935101493
rdi_during_prone,0.29912895354382396,0.296444663477728
rdi_during_rem,0.44767862210438525,0.4473377087127382
rdi_during_right,0.2786806541360872,0.2744177832194662
rdi_during_supine,0.44745062164326915,0.4420475558472969
rem_latency,0.07411772854903485,-0.01103985459525335
saturation_below_80,0.12045468061349629,0.07516602702124006
saturation_below_85,0.20425597410080093,0.18433484973094016
saturation_below_90,0.31594672984719385,0.300271216266464
saturation_below_or_equal_88,0.297211752369807,0.281845245198434
saturation_max_value,0.0409424301668678,0.040942430166867605
saturation_mean,0.4836896757337562,0.48368967608906943
saturation_min_value,0.3865627198304231,0.36917141481804555
sleep_efficiency,0.05811588585556965,-0.0365153982611782
sleep_latency,-0.032623639467432,-0.032623639467432
snore_above_40db,0.147091379955251,0.10665496259165685
snore_above_45db,0.3527288945268392,0.3435318150147676
snore_above_50db,0.2942176331920152,0.2881444048384913
snore_above_60db,0.1571877232184722,0.08033272331178076
snore_db_mean,0.3158537050182177,0.3133390197119895
time_to_transition_nrem_to_rem,-0.03833654300817545,-0.0136577468258676
time_to_transition_nrem_to_wake,0.1121012902631397,0.0944180431218068
time_to_transition_rem_to_nrem,0.14611372446762488,0.10233295304139914
time_to_transition_rem_to_wake,0.033277022163659256,-0.0344818834610321
time_to_transition_wake_to_nrem,0.20646098060219786,0.1942217604524222
time_to_transition_wake_to_rem,0.10885799994988196,-0.0252353154894618
total_arousal_sleep_time,0.0590728150878208,0.09523700317290154
total_deep_sleep_time,0.20867472543310484,0.2031973248346094
total_left_sleep_time,0.11166409261731536,0.03297876794295465
total_light_sleep_time,0.1391420102437492,0.1209859760403918
total_non_supine_sleep_time,0.15787196773334938,0.07531586470253634
total_prone_sleep_time,0.0244532922185776,0.037497003430999654
total_rem_sleep_time,0.107502125427096,0.0574325570720226
total_right_sleep_time,0.16101988432900785,0.09903512172187065
total_sleep_time,0.05782229445651725,0.093607814388417
total_supine_sleep_time,0.12977991246448034,0.05364479996327175
total_time_in_bed,0.053277268972680855,0.0924525774566672
total_valid_apnea_central_sleep_time,0.0612303808880031,0.0917357508051572
total_valid_apnea_sleep_time,0.07681370532533745,0.1084351190007542
total_wake_time,0.08155380346824576,0.06927629342107344
total_wake_time_after_sleep_onset,0.0930635831914572,0.0589196863797052
variability_between_sleep_stage_percents,0.19702659828223784,0.1405660965823784
