,"Age, BMI & VAT",Diet
AHI,0.574064467082599,0.5719691316779877
ahi_4_percent,0.5342404750398309,0.5151018372791575
ahi_central,0.29184763562123184,0.29184763562123184
ahi_central_during_nrem,0.2757873633456939,0.27578736334569387
ahi_central_during_rem,0.2646401455860419,0.26464014558963794
ahi_during_left,0.42467943888562615,0.4199435993744375
ahi_during_non_supine,0.48183932357946346,0.46504074576305054
ahi_during_nrem,0.5164628677261948,0.49463820805937697
ahi_during_prone,0.42333927320382453,0.41818839068750113
ahi_during_rem,0.5970035759159857,0.5959908646054403
ahi_during_right,0.40837177224109694,0.4022237895597943
ahi_during_supine,0.5671158334160633,0.5660294059339188
ahi_obstructive,0.5763098786721659,0.5611689312967281
ahi_obstructive_during_nrem,0.5205874964844888,0.5035113278906655
ahi_obstructive_during_rem,0.5900748497044497,0.5889217469106418
desaturations_above_20,-0.038799791805732495,-0.03879979180573255
desaturations_mean_nadir,0.24632498960875876,0.24604478943473654
desaturations_of_10_20,0.1969346555411729,-0.0364999200155127
desaturations_of_4_9,0.5455603489290377,0.5429287341597834
number_of_4_percent_desaturation_apnea_hypopnea_events,0.5247565376523948,0.5157740578006961
number_of_all_respiratory_events,0.43293155549147966,0.429417595903254
number_of_apnea_hypopnea_events,0.55926364176322,0.5528399694882825
number_of_central_apnea_hypopnea_events,0.29519062103527355,0.2531176366774919
number_of_desaturation_events,0.5308584487804764,0.5212226646363418
number_of_obstructive_apnea_hypopnea_events,0.5644105044532252,0.5609003191603812
number_of_transitions_nrem_to_rem,-0.0374576121299333,-0.036937606058615846
number_of_transitions_nrem_to_wake,0.221572255408358,0.21871812690070785
number_of_transitions_rem_to_nrem,-0.03627099332064375,-0.03648564416221195
number_of_transitions_rem_to_wake,-0.035377311700848055,-0.035377311700848055
number_of_transitions_wake_to_nrem,0.208245414131961,0.19976596811831604
number_of_transitions_wake_to_rem,-0.03085693514068905,-0.03085693514068905
number_of_wakes,0.19434824043386675,0.1840690500207087
odi,0.5384109652882563,0.5201077513752774
odi_during_left,0.41899473145873756,0.40384817540463036
odi_during_non_supine,0.4600051190097699,0.44223767327364755
odi_during_nrem,0.4589559995864382,0.4326715030753513
odi_during_prone,0.37636906589736024,0.31741897691870613
odi_during_rem,0.5717600662607167,0.5545485870050202
odi_during_right,0.38723186771454204,0.36475369394061863
odi_during_supine,0.5159792430159733,0.486434762363619
percent_of_deep_sleep_time,0.23077513238287645,0.20767579164655497
percent_of_left_sleep,0.10652188251362729,0.08490452072202681
percent_of_light_sleep_time,0.19621299235443396,0.14654824574380446
percent_of_non_supine_sleep,0.12197378792477334,0.09502366223996231
percent_of_prone_sleep,-0.03662658985239395,-0.03662658985239395
percent_of_rem_sleep_time,0.14535682258585345,-0.034775014971082
percent_of_right_sleep,0.08499274842967774,-0.010281139964556499
percent_of_sleep_time,0.10015065492006435,-0.03459042600513415
percent_of_supine_sleep,0.12197378792477334,0.09502366223996231
percent_of_wake_time,0.1001506549200646,-0.03459042600513425
rdi,0.4566680320195462,0.4330322434434021
rdi_during_left,0.3028701239536833,0.2882189898364622
rdi_during_non_supine,0.3539065612670689,0.3288744902000475
rdi_during_nrem,0.38949390304295417,0.3813798909648246
rdi_during_prone,0.31874524138545635,0.3077805572603158
rdi_during_rem,0.49711840239731775,0.49423161443156904
rdi_during_right,0.2923952140421522,0.2771630837608301
rdi_during_supine,0.4614322105904019,0.4596943375651862
rem_latency,0.06033232649041135,0.02917397524327265
saturation_below_80,-0.03437496436336625,-0.03437496436336615
saturation_below_85,0.12663558882115955,-0.0363772197361475
saturation_below_90,0.2940294276958191,0.24392679707456416
saturation_below_or_equal_88,0.2598500149502134,-0.00918249827215735
saturation_max_value,0.2096971151025565,0.20969711510255673
saturation_mean,0.5912600771655872,0.5912600736527583
saturation_min_value,0.4286723212240878,0.41649608791742043
sleep_efficiency,0.08148724404207144,-0.036106465419772846
sleep_latency,0.02951825364264815,-0.034671755522946546
snore_above_40db,0.22547396622031168,0.17866145525564986
snore_above_45db,0.3928465019026828,0.3794785030718065
snore_above_50db,0.3240960943956813,0.3078737886941517
snore_above_60db,0.14390649132326294,0.02007022111472555
snore_db_mean,0.35502621632297227,0.3508183205792743
time_to_transition_nrem_to_rem,0.0640863523393426,-0.03246161760641955
time_to_transition_nrem_to_wake,0.11903807522079066,0.10475760122954181
time_to_transition_rem_to_nrem,0.13978120458055115,0.10504331337498996
time_to_transition_rem_to_wake,0.09155435200756296,-0.03564883047826425
time_to_transition_wake_to_nrem,-0.0081775512316154,0.044761286515072454
time_to_transition_wake_to_rem,0.05379291754515365,0.00411465217062035
total_arousal_sleep_time,0.02929555870549705,0.013987114254246698
total_deep_sleep_time,0.17979838438996598,0.18265658069729301
total_left_sleep_time,0.1048742803191682,0.02885111239476805
total_light_sleep_time,0.1594923001611796,0.1177186026395223
total_non_supine_sleep_time,0.12888512529475415,0.06366707283739184
total_prone_sleep_time,-0.0039293393558466495,-0.0009499686137370999
total_rem_sleep_time,0.10798703099315174,0.07094291970144795
total_right_sleep_time,0.08703283718861266,0.04457096616456435
total_sleep_time,0.03062128469297145,0.01315916585208965
total_supine_sleep_time,0.10523988363468,0.05551764690524865
total_time_in_bed,0.07412010774488201,0.02474861212293375
total_valid_apnea_central_sleep_time,0.021608222365846898,0.04897069161336365
total_valid_apnea_sleep_time,0.0068674530372706995,0.0239483485456218
total_wake_time,0.12315555383475815,0.11730870420951656
total_wake_time_after_sleep_onset,0.12376195589208475,0.1245342544729093
variability_between_sleep_stage_percents,0.20104038484862985,0.17113119888093356
